"001","002","003","004","005","006","007","008","009","010","011"
"422","12-06-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","8","23","70","NA"
"422","15-06-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","12","25","99","NA"
"422","17-06-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","12","26","100","NA"
"422","22-06-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","11","25","64","NA"
"422","24-06-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","13","29","94","NA"
"422","26-06-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","10","24","66","NA"
"422","29-06-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","NA","120","NA"
"422","01-07-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","12","29","77","NA"
"422","03-07-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","8","28","140","NA"
"422","06-07-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","11","22","49","NA"
"422","08-07-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","11","27","47","NA"
"422","10-07-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","9","25","93","NA"
"422","13-07-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","9","24","39","NA"
"422","15-07-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","27","35","NA"
"422","17-07-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","8","23","33","NA"
"422","20-07-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","16","43","NA"
"422","22-07-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","15","37","NA"
"422","24-07-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","8","15","43","NA"
"422","27-07-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","14","28","NA"
"422","29-07-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","14","43","NA"
"422","03-08-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","18","63","NA"
"422","05-08-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","8","15","83","NA"
"422","07-08-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","17","56","NA"
"422","10-08-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","10","25","134","NA"
"422","12-08-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","17","87","NA"
"422","14-08-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","21","87","NA"
"422","17-08-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","12","29","119","NA"
"422","19-08-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","15","25","136","NA"
"422","21-08-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","16","23","160","NA"
"422","24-08-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","11","28","83","NA"
"422","26-08-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","12","24","90","NA"
"422","28-08-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","14","30","130","NA"
"422","31-08-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","13","27","145","NA"
"422","02-09-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","12","23","144","NA"
"422","09-09-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","15","29","129","NA"
"422","11-09-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","15","30","170","NA"
"422","16-09-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","12","24","136","NA"
"422","18-09-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","14","24","106","NA"
"422","21-09-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","NA","121","NA"
"422","09-10-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","11","24","173","NA"
"422","12-10-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","11","23","151","NA"
"422","14-10-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","10","25","149","NA"
"422","16-10-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","10","26","172","NA"
"422","21-10-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","15","28","204","NA"
"422","23-10-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","12","27","215","NA"
"422","26-10-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","11","31","69","NA"
"422","28-10-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","10","27","123","NA"
"422","30-10-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","12","28","197","NA"
"422","02-11-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","11","31","205","NA"
"422","04-11-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","13","31","204","NA"
"422","06-11-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","12","29","193","NA"
"422","09-11-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","12","29","222","NA"
"422","13-11-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","9","24","115","NA"
"422","20-11-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","10","26","139","NA"
"422","23-11-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","9","25","163","NA"
"422","23-12-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","8","24","117","NA"
"422","28-12-15","Punjab","Ludhiana","Bharat Nagar Chowk, Ludhiana","Punjab State Pollution Control Board","Residential, Rural and other Areas","8","25","87","NA"
"483","02-01-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","NA","NA","NA"
"483","05-01-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","29","147","NA"
"483","07-01-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","6","36","122","NA"
"483","09-01-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","32","156","NA"
"483","12-01-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","36","177","NA"
"483","14-01-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","8","40","104","NA"
"483","16-01-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","6","32","159","NA"
"483","19-01-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","37","122","NA"
"483","21-01-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","8","34","178","NA"
"483","23-01-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","34","183","NA"
"483","28-01-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","6","38","160","NA"
"483","30-01-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","35","176","NA"
"483","02-02-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","36","173","NA"
"483","04-02-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","8","42","179","NA"
"483","06-02-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","9","36","170","NA"
"483","09-02-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","9","36","176","NA"
"483","11-02-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","42","163","NA"
"483","13-02-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","36","188","NA"
"483","16-02-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","8","40","151","NA"
"483","18-02-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","31","163","NA"
"483","20-02-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","8","34","149","NA"
"483","23-02-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","8","42","160","NA"
"483","27-02-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","38","158","NA"
"483","04-03-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","40","157","NA"
"483","09-03-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","40","138","NA"
"483","11-03-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","41","157","NA"
"483","13-03-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","43","135","NA"
"483","16-03-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","35","126","NA"
"483","18-03-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","37","169","NA"
"483","20-03-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","39","180","NA"
"483","25-03-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","39","173","NA"
"483","27-03-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","36","117","NA"
"483","31-03-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","8","39","140","NA"
"483","01-04-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","37","167","NA"
"483","06-04-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","8","34","142","NA"
"483","07-04-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","43","155","NA"
"483","09-04-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","8","41","157","NA"
"483","13-04-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","39","135","NA"
"483","15-04-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","43","141","NA"
"483","17-04-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","6","40","157","NA"
"483","20-04-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","41","141","NA"
"483","22-04-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","6","42","130","NA"
"483","24-04-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","6","31","155","NA"
"483","27-04-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","44","166","NA"
"483","29-04-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","43","168","NA"
"483","04-05-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","6","28","149","NA"
"483","06-05-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","35","139","NA"
"483","08-05-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","35","145","NA"
"483","11-05-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","28","137","NA"
"483","13-05-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","41","149","NA"
"483","15-05-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","40","128","NA"
"483","18-05-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","6","40","119","NA"
"483","20-05-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","6","34","118","NA"
"483","25-05-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","6","40","137","NA"
"483","27-05-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","41","125","NA"
"483","29-05-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","33","97","NA"
"483","01-06-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","6","36","115","NA"
"483","03-06-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","6","38","126","NA"
"483","05-06-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","6","33","93","NA"
"483","08-06-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","36","116","NA"
"483","10-06-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","6","36","130","NA"
"483","12-06-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","38","133","NA"
"483","15-06-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","34","103","NA"
"483","17-06-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","8","39","89","NA"
"483","22-06-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","6","35","136","NA"
"483","24-06-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","39","114","NA"
"483","26-06-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","6","33","147","NA"
"483","29-06-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","36","130","NA"
"483","01-07-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","6","38","112","NA"
"483","04-07-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","29","127","NA"
"483","06-07-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","6","38","98","NA"
"483","08-07-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","6","34","115","NA"
"483","13-07-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","33","91","NA"
"483","15-07-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","6","35","111","NA"
"483","17-07-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","6","30","135","NA"
"483","20-07-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","30","127","NA"
"483","22-07-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","6","32","119","NA"
"483","24-07-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","39","109","NA"
"483","27-07-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","38","123","NA"
"483","29-07-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","6","36","115","NA"
"483","03-08-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","37","124","NA"
"483","05-08-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","30","115","NA"
"483","07-08-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","6","27","110","NA"
"483","10-08-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","6","34","103","NA"
"483","12-08-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","33","109","NA"
"483","14-08-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","6","33","133","NA"
"483","17-08-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","5","31","117","NA"
"483","19-08-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","44","140","NA"
"483","21-08-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","31","139","NA"
"483","24-08-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","34","116","NA"
"483","26-08-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","32","113","NA"
"483","28-08-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","35","100","NA"
"483","31-08-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","5","35","107","NA"
"483","02-09-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","6","33","97","NA"
"483","04-09-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","6","40","105","NA"
"483","07-09-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","35","116","NA"
"483","09-09-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","6","42","125","NA"
"483","11-09-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","31","127","NA"
"483","16-09-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","6","29","132","NA"
"483","18-09-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","6","34","96","NA"
"483","21-09-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","34","111","NA"
"483","23-09-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","34","87","NA"
"483","30-09-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","5","31","81","NA"
"483","06-10-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","6","38","92","NA"
"483","07-10-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","6","30","116","NA"
"483","09-10-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","6","37","138","NA"
"483","12-10-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","6","36","109","NA"
"483","14-10-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","6","36","108","NA"
"483","16-10-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","6","40","113","NA"
"483","19-10-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","6","42","106","NA"
"483","21-10-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","40","95","NA"
"483","23-10-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","44","118","NA"
"483","26-10-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","38","127","NA"
"483","28-10-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","41","122","NA"
"483","30-10-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","39","129","NA"
"483","02-11-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","8","40","169","NA"
"483","09-11-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","8","44","169","NA"
"483","16-11-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","45","151","NA"
"483","18-11-15","Punjab","Gobindgarh","United Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Residential, Rural and other Areas","7","44","169","NA"
