"001","002","003","004","005","006","007","008","009","010","011"
"355","10-12-15","Punjab","Jalandhar","M/s Punjab Maltex Pvt. Ltd. Sports and Surgical Complex, Kapurthala Road, Jalandhar","Punjab State Pollution Control Board","Industrial Area","15","32","171","NA"
"355","19-12-15","Punjab","Jalandhar","M/s Punjab Maltex Pvt. Ltd. Sports and Surgical Complex, Kapurthala Road, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","26","303","NA"
"355","22-12-15","Punjab","Jalandhar","M/s Punjab Maltex Pvt. Ltd. Sports and Surgical Complex, Kapurthala Road, Jalandhar","Punjab State Pollution Control Board","Industrial Area","15","28","257","NA"
"355","24-12-15","Punjab","Jalandhar","M/s Punjab Maltex Pvt. Ltd. Sports and Surgical Complex, Kapurthala Road, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","29","343","NA"
"355","26-12-15","Punjab","Jalandhar","M/s Punjab Maltex Pvt. Ltd. Sports and Surgical Complex, Kapurthala Road, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","28","325","NA"
"392","01-01-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","27","154","NA"
"392","03-01-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","25","146","NA"
"392","06-01-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","28","156","NA"
"392","08-01-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","29","160","NA"
"392","10-01-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","15","29","157","NA"
"392","13-01-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","27","150","NA"
"392","15-01-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","13","28","147","NA"
"392","17-01-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","13","28","144","NA"
"392","20-01-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","28","141","NA"
"392","22-01-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","29","149","NA"
"392","29-01-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","29","156","NA"
"392","31-01-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","15","29","161","NA"
"392","21-02-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","29","149","NA"
"392","24-02-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","28","143","NA"
"392","26-02-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","13","27","133","NA"
"392","07-03-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","13","30","138","NA"
"392","10-03-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","29","135","NA"
"392","12-03-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","29","140","NA"
"392","14-03-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","28","137","NA"
"392","24-03-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","28","131","NA"
"392","31-03-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","13","27","128","NA"
"392","16-04-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","13","28","149","NA"
"392","18-04-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","29","154","NA"
"392","23-04-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","29","142","NA"
"392","25-04-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","29","146","NA"
"392","28-04-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","30","158","NA"
"392","30-04-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","30","163","NA"
"392","02-05-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","15","30","171","NA"
"392","05-05-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","28","154","NA"
"392","07-05-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","28","157","NA"
"392","09-05-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","28","163","NA"
"392","11-05-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","15","31","171","NA"
"392","13-05-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","15","31","175","NA"
"392","15-05-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","32","173","NA"
"392","18-05-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","29","165","NA"
"392","20-05-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","31","161","NA"
"392","25-05-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","15","28","155","NA"
"392","27-05-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","29","150","NA"
"392","29-05-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","13","28","154","NA"
"392","01-06-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","31","159","NA"
"392","03-06-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","30","152","NA"
"392","08-06-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","28","147","NA"
"392","10-06-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","13","28","142","NA"
"392","26-06-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","13","28","150","NA"
"392","29-06-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","13","29","156","NA"
"392","01-07-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","13","30","150","NA"
"392","03-07-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","13","29","147","NA"
"392","06-07-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","12","27","129","NA"
"392","08-07-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","13","26","124","NA"
"392","10-07-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","12","26","128","NA"
"392","13-07-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","NA","NA","136","NA"
"392","15-07-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","13","27","140","NA"
"392","17-07-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","28","137","NA"
"392","20-07-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","13","28","136","NA"
"392","22-07-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","13","27","131","NA"
"392","24-07-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","13","28","136","NA"
"392","27-07-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","13","26","128","NA"
"392","29-07-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","13","27","126","NA"
"392","03-08-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","12","25","136","NA"
"392","05-08-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","12","27","116","NA"
"392","07-08-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","13","27","162","NA"
"392","10-08-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","26","139","NA"
"392","11-08-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","11","26","108","NA"
"392","12-08-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","28","208","NA"
"392","14-08-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","13","27","157","NA"
"392","17-08-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","13","25","140","NA"
"392","19-08-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","13","27","155","NA"
"392","21-08-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","11","26","206","NA"
"392","24-08-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","12","28","186","NA"
"392","26-08-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","12","27","158","NA"
"392","28-08-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","13","27","169","NA"
"392","31-08-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","13","27","175","NA"
"392","02-09-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","13","26","163","NA"
"392","04-09-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","26","176","NA"
"392","07-09-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","27","194","NA"
"392","09-09-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","28","188","NA"
"392","11-09-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","26","172","NA"
"392","16-09-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","26","139","NA"
"392","18-09-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","27","133","NA"
"392","21-09-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","13","26","124","NA"
"392","23-09-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","13","25","142","NA"
"392","30-09-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","25","131","NA"
"392","05-10-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","29","144","NA"
"392","07-10-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","13","27","172","NA"
"392","09-10-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","15","28","169","NA"
"392","12-10-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","15","27","184","NA"
"392","14-10-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","26","139","NA"
"392","16-10-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","13","28","164","NA"
"392","19-10-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","13","27","162","NA"
"392","30-10-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","27","172","NA"
"392","02-11-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","16","27","175","NA"
"392","04-11-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","15","28","168","NA"
"392","06-11-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","15","29","213","NA"
"392","09-11-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","19","25","153","NA"
"392","13-11-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","22","25","167","NA"
"392","18-11-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","16","28","186","NA"
"392","20-11-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","17","29","210","NA"
"392","23-11-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","28","202","NA"
"392","27-11-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","28","170","NA"
"392","30-11-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","12","29","156","NA"
"392","02-12-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","13","27","262","NA"
"392","04-12-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","13","29","289","NA"
"392","07-12-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","29","322","NA"
"392","09-12-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","30","249","NA"
"392","11-12-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","15","29","225","NA"
"392","14-12-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","28","246","NA"
"392","18-12-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","26","223","NA"
"392","21-12-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","25","328","NA"
"392","23-12-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","12","26","219","NA"
"392","28-12-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","14","28","180","NA"
"392","30-12-15","Punjab","Jalandhar","Focal Point, Jalandhar","Punjab State Pollution Control Board","Industrial Area","15","29","337","NA"
"420","01-01-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","4","12","94","NA"
"420","06-01-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","6","12","108","NA"
"420","08-01-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","4","10","105","NA"
"420","10-01-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","97","NA"
"420","12-01-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","4","10","92","NA"
"420","13-01-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","4","11","112","NA"
"420","15-01-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","4","11","86","NA"
"420","17-01-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","4","14","90","NA"
"420","20-01-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","5","13","124","NA"
"420","22-01-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","10","87","NA"
"420","27-01-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","10","64","NA"
"420","29-01-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","92","NA"
"420","31-01-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","10","72","NA"
"420","05-02-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","10","84","NA"
"420","07-02-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","10","87","NA"
"420","10-02-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","11","79","NA"
"420","12-02-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","11","71","NA"
"420","24-02-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","4","10","82","NA"
"420","28-02-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","4","12","88","NA"
"420","03-03-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","NA","39","NA"
"420","05-03-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","10","64","NA"
"420","07-03-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","10","62","NA"
"420","10-03-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","10","52","NA"
"420","12-03-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","10","56","NA"
"420","17-03-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","11","63","NA"
"420","19-03-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","10","58","NA"
"420","21-03-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","10","73","NA"
"420","24-03-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","NA","61","NA"
"420","26-03-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","10","62","NA"
"420","31-03-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","10","63","NA"
"420","04-04-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","4","10","74","NA"
"420","07-04-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","4","12","71","NA"
"420","09-04-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","11","66","NA"
"420","11-04-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","4","15","65","NA"
"420","18-04-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","11","66","NA"
"420","23-04-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","10","66","NA"
"420","25-04-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","81","NA"
"420","28-04-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","11","64","NA"
"420","30-04-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","5","11","73","NA"
"420","02-05-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","76","NA"
"420","05-05-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","14","73","NA"
"420","07-05-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","4","12","72","NA"
"420","09-05-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","75","NA"
"420","11-05-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","56","NA"
"420","14-05-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","76","NA"
"420","19-05-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","82","NA"
"420","21-05-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","68","NA"
"420","23-05-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","14","81","NA"
"420","26-05-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","10","58","NA"
"420","28-05-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","89","NA"
"420","30-05-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","11","72","NA"
"420","04-06-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","11","73","NA"
"420","06-06-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","10","45","NA"
"420","09-06-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","14","76","NA"
"420","11-06-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","4","13","88","NA"
"420","13-06-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","5","13","89","NA"
"420","16-06-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","4","12","83","NA"
"420","18-06-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","4","13","83","NA"
"420","20-06-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","4","13","80","NA"
"420","25-06-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","13","77","NA"
"420","27-06-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","4","12","83","NA"
"420","30-06-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","4","13","80","NA"
"420","02-07-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","11","51","NA"
"420","04-07-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","11","59","NA"
"420","07-07-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","4","10","67","NA"
"420","09-07-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","4","10","63","NA"
"420","14-07-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","10","59","NA"
"420","21-07-15","Punjab","Naya Nangal","M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","11","61","NA"
