,Time,AQI,weekday,month,day,week
8763,Mon Jan 04 2016 18:25:00 GMT+0000 (UTC),751,1,0,04,0
7746,Tue Jan 05 2016 00:25:00 GMT+0000 (UTC),466,2,0,05,0
7745,Mon Jan 04 2016 22:05:00 GMT+0000 (UTC),539,1,0,04,0
7744,Mon Jan 04 2016 19:40:00 GMT+0000 (UTC),578,1,0,04,0
7743,Mon Jan 04 2016 17:30:00 GMT+0000 (UTC),968,1,0,04,0
11697,Mon Jan 04 2016 20:25:00 GMT+0000 (UTC),591,1,0,04,0
13340,Mon Jan 04 2016 23:05:00 GMT+0000 (UTC),473,1,0,04,0
13341,Tue Jan 05 2016 08:40:00 GMT+0000 (UTC),302,2,0,05,0
13342,Tue Jan 05 2016 12:40:00 GMT+0000 (UTC),543,2,0,05,0
13343,Tue Jan 05 2016 13:20:00 GMT+0000 (UTC),543,2,0,05,0
13344,Tue Jan 05 2016 13:45:00 GMT+0000 (UTC),725,2,0,05,0
13345,Tue Jan 05 2016 14:25:00 GMT+0000 (UTC),975,2,0,05,0
13346,Tue Jan 05 2016 15:00:00 GMT+0000 (UTC),975,2,0,05,0
13347,Tue Jan 05 2016 17:00:00 GMT+0000 (UTC),860,2,0,05,0
13348,Tue Jan 05 2016 21:25:00 GMT+0000 (UTC),596,2,0,05,0
13349,Wed Jan 06 2016 02:25:00 GMT+0000 (UTC),721,3,0,06,0
13350,Wed Jan 06 2016 03:45:00 GMT+0000 (UTC),706,3,0,06,0
13351,Wed Jan 06 2016 04:20:00 GMT+0000 (UTC),706,3,0,06,0
13352,Wed Jan 06 2016 04:25:00 GMT+0000 (UTC),779,3,0,06,0
13353,Wed Jan 06 2016 11:25:00 GMT+0000 (UTC),328,3,0,06,0
13354,Wed Jan 06 2016 20:00:00 GMT+0000 (UTC),536,3,0,06,0
13355,Wed Jan 06 2016 20:45:00 GMT+0000 (UTC),520,3,0,06,0
15888,Wed Jan 06 2016 16:05:00 GMT+0000 (UTC),819,3,0,06,0
15887,Wed Jan 06 2016 09:40:00 GMT+0000 (UTC),322,3,0,06,0
7747,Tue Jan 05 2016 07:45:00 GMT+0000 (UTC),305,2,0,05,0
15886,Wed Jan 06 2016 08:20:00 GMT+0000 (UTC),370,3,0,06,0
7748,Tue Jan 05 2016 14:20:00 GMT+0000 (UTC),725,2,0,05,0
7750,Tue Jan 05 2016 16:25:00 GMT+0000 (UTC),860,2,0,05,0
6345,Wed Jan 06 2016 12:45:00 GMT+0000 (UTC),380,3,0,06,0
6344,Wed Jan 06 2016 07:40:00 GMT+0000 (UTC),370,3,0,06,0
6343,Wed Jan 06 2016 05:20:00 GMT+0000 (UTC),779,3,0,06,0
6342,Wed Jan 06 2016 03:00:00 GMT+0000 (UTC),721,3,0,06,0
6341,Wed Jan 06 2016 01:45:00 GMT+0000 (UTC),916,3,0,06,0
6340,Tue Jan 05 2016 17:40:00 GMT+0000 (UTC),810,2,0,05,0
6339,Tue Jan 05 2016 17:20:00 GMT+0000 (UTC),860,2,0,05,0
6338,Tue Jan 05 2016 08:25:00 GMT+0000 (UTC),302,2,0,05,0
6337,Tue Jan 05 2016 07:00:00 GMT+0000 (UTC),398,2,0,05,0
6336,Tue Jan 05 2016 06:35:00 GMT+0000 (UTC),398,2,0,05,0
6335,Tue Jan 05 2016 05:45:00 GMT+0000 (UTC),590,2,0,05,0
6334,Tue Jan 05 2016 04:00:00 GMT+0000 (UTC),646,2,0,05,0
6333,Mon Jan 04 2016 22:40:00 GMT+0000 (UTC),473,1,0,04,0
6332,Mon Jan 04 2016 21:45:00 GMT+0000 (UTC),539,1,0,04,0
6331,Mon Jan 04 2016 21:05:00 GMT+0000 (UTC),591,1,0,04,0
7758,Wed Jan 06 2016 17:05:00 GMT+0000 (UTC),819,3,0,06,0
7757,Wed Jan 06 2016 16:20:00 GMT+0000 (UTC),819,3,0,06,0
7756,Wed Jan 06 2016 15:40:00 GMT+0000 (UTC),819,3,0,06,0
7755,Wed Jan 06 2016 14:00:00 GMT+0000 (UTC),475,3,0,06,0
7754,Wed Jan 06 2016 09:05:00 GMT+0000 (UTC),332,3,0,06,0
7753,Wed Jan 06 2016 06:20:00 GMT+0000 (UTC),406,3,0,06,0
7752,Wed Jan 06 2016 05:35:00 GMT+0000 (UTC),406,3,0,06,0
7751,Wed Jan 06 2016 04:05:00 GMT+0000 (UTC),706,3,0,06,0
7749,Tue Jan 05 2016 15:05:00 GMT+0000 (UTC),975,2,0,05,0
15885,Wed Jan 06 2016 07:25:00 GMT+0000 (UTC),370,3,0,06,0
15884,Wed Jan 06 2016 06:45:00 GMT+0000 (UTC),358,3,0,06,0
15883,Wed Jan 06 2016 02:20:00 GMT+0000 (UTC),916,3,0,06,0
4609,Wed Jan 06 2016 00:20:00 GMT+0000 (UTC),553,3,0,06,0
4608,Tue Jan 05 2016 20:45:00 GMT+0000 (UTC),648,2,0,05,0
4607,Tue Jan 05 2016 15:25:00 GMT+0000 (UTC),860,2,0,05,0
4606,Tue Jan 05 2016 13:05:00 GMT+0000 (UTC),543,2,0,05,0
4605,Tue Jan 05 2016 11:40:00 GMT+0000 (UTC),358,2,0,05,0
4604,Tue Jan 05 2016 08:20:00 GMT+0000 (UTC),305,2,0,05,0
4603,Tue Jan 05 2016 08:05:00 GMT+0000 (UTC),305,2,0,05,0
4602,Tue Jan 05 2016 06:20:00 GMT+0000 (UTC),590,2,0,05,0
4601,Mon Jan 04 2016 22:00:00 GMT+0000 (UTC),539,1,0,04,0
4600,Mon Jan 04 2016 21:25:00 GMT+0000 (UTC),539,1,0,04,0
4599,Mon Jan 04 2016 20:40:00 GMT+0000 (UTC),591,1,0,04,0
4598,Mon Jan 04 2016 20:05:00 GMT+0000 (UTC),578,1,0,04,0
4597,Mon Jan 04 2016 20:00:00 GMT+0000 (UTC),578,1,0,04,0
4596,Mon Jan 04 2016 18:45:00 GMT+0000 (UTC),751,1,0,04,0
12109,Wed Jan 06 2016 03:25:00 GMT+0000 (UTC),706,3,0,06,0
12108,Wed Jan 06 2016 03:05:00 GMT+0000 (UTC),721,3,0,06,0
12107,Wed Jan 06 2016 02:40:00 GMT+0000 (UTC),721,3,0,06,0
12106,Wed Jan 06 2016 00:45:00 GMT+0000 (UTC),550,3,0,06,0
12105,Wed Jan 06 2016 00:00:00 GMT+0000 (UTC),553,3,0,06,0
12104,Tue Jan 05 2016 22:05:00 GMT+0000 (UTC),596,2,0,05,0
12103,Tue Jan 05 2016 20:25:00 GMT+0000 (UTC),648,2,0,05,0
12102,Tue Jan 05 2016 15:20:00 GMT+0000 (UTC),975,2,0,05,0
12101,Tue Jan 05 2016 06:25:00 GMT+0000 (UTC),398,2,0,05,0
4610,Wed Jan 06 2016 01:40:00 GMT+0000 (UTC),916,3,0,06,0
4611,Wed Jan 06 2016 02:00:00 GMT+0000 (UTC),916,3,0,06,0
4612,Wed Jan 06 2016 05:25:00 GMT+0000 (UTC),406,3,0,06,0
4613,Wed Jan 06 2016 06:05:00 GMT+0000 (UTC),406,3,0,06,0
15882,Tue Jan 05 2016 22:25:00 GMT+0000 (UTC),550,2,0,05,0
15881,Tue Jan 05 2016 22:20:00 GMT+0000 (UTC),596,2,0,05,0
15880,Tue Jan 05 2016 21:40:00 GMT+0000 (UTC),596,2,0,05,0
15879,Tue Jan 05 2016 12:05:00 GMT+0000 (UTC),358,2,0,05,0
15878,Tue Jan 05 2016 12:00:00 GMT+0000 (UTC),358,2,0,05,0
15877,Tue Jan 05 2016 11:25:00 GMT+0000 (UTC),358,2,0,05,0
15876,Tue Jan 05 2016 09:20:00 GMT+0000 (UTC),302,2,0,05,0
15875,Tue Jan 05 2016 07:40:00 GMT+0000 (UTC),305,2,0,05,0
15874,Tue Jan 05 2016 07:25:00 GMT+0000 (UTC),305,2,0,05,0
15873,Tue Jan 05 2016 01:25:00 GMT+0000 (UTC),498,2,0,05,0
15872,Tue Jan 05 2016 01:20:00 GMT+0000 (UTC),466,2,0,05,0
6346,Wed Jan 06 2016 15:25:00 GMT+0000 (UTC),819,3,0,06,0
15871,Tue Jan 05 2016 00:20:00 GMT+0000 (UTC),479,2,0,05,0
12115,Wed Jan 06 2016 21:00:00 GMT+0000 (UTC),520,3,0,06,0
12114,Wed Jan 06 2016 18:25:00 GMT+0000 (UTC),728,3,0,06,0
12113,Wed Jan 06 2016 18:00:00 GMT+0000 (UTC),819,3,0,06,0
12112,Wed Jan 06 2016 13:00:00 GMT+0000 (UTC),380,3,0,06,0
12111,Wed Jan 06 2016 07:00:00 GMT+0000 (UTC),358,3,0,06,0
12110,Wed Jan 06 2016 04:40:00 GMT+0000 (UTC),779,3,0,06,0
4618,Wed Jan 06 2016 19:40:00 GMT+0000 (UTC),536,3,0,06,0
4617,Wed Jan 06 2016 16:40:00 GMT+0000 (UTC),819,3,0,06,0
4616,Wed Jan 06 2016 10:45:00 GMT+0000 (UTC),328,3,0,06,0
4615,Wed Jan 06 2016 10:10:00 GMT+0000 (UTC),322,3,0,06,0
4614,Wed Jan 06 2016 07:05:00 GMT+0000 (UTC),358,3,0,06,0
15870,Mon Jan 04 2016 15:10:00 GMT+0000 (UTC),1004,1,0,04,0
12100,Mon Jan 04 2016 21:20:00 GMT+0000 (UTC),591,1,0,04,0
6347,Wed Jan 06 2016 19:00:00 GMT+0000 (UTC),728,3,0,06,0
6763,Wed Jan 06 2016 14:25:00 GMT+0000 (UTC),819,3,0,06,0
5526,Wed Jan 06 2016 09:20:00 GMT+0000 (UTC),332,3,0,06,0
5525,Tue Jan 05 2016 17:25:00 GMT+0000 (UTC),810,2,0,05,0
5524,Tue Jan 05 2016 17:05:00 GMT+0000 (UTC),860,2,0,05,0
5523,Tue Jan 05 2016 16:40:00 GMT+0000 (UTC),860,2,0,05,0
5522,Tue Jan 05 2016 16:05:00 GMT+0000 (UTC),860,2,0,05,0
5521,Tue Jan 05 2016 14:30:00 GMT+0000 (UTC),975,2,0,05,0
5520,Tue Jan 05 2016 14:05:00 GMT+0000 (UTC),725,2,0,05,0
5519,Tue Jan 05 2016 07:05:00 GMT+0000 (UTC),398,2,0,05,0
5518,Mon Jan 04 2016 19:25:00 GMT+0000 (UTC),578,1,0,04,0
5517,Mon Jan 04 2016 19:05:00 GMT+0000 (UTC),751,1,0,04,0
8764,Tue Jan 05 2016 00:00:00 GMT+0000 (UTC),479,2,0,05,0
8765,Tue Jan 05 2016 04:35:00 GMT+0000 (UTC),746,2,0,05,0
8766,Tue Jan 05 2016 06:30:00 GMT+0000 (UTC),398,2,0,05,0
8767,Tue Jan 05 2016 08:00:00 GMT+0000 (UTC),305,2,0,05,0
8768,Tue Jan 05 2016 11:45:00 GMT+0000 (UTC),358,2,0,05,0
8769,Tue Jan 05 2016 18:00:00 GMT+0000 (UTC),810,2,0,05,0
8770,Tue Jan 05 2016 20:00:00 GMT+0000 (UTC),725,2,0,05,0
8771,Tue Jan 05 2016 21:05:00 GMT+0000 (UTC),648,2,0,05,0
8772,Tue Jan 05 2016 22:00:00 GMT+0000 (UTC),596,2,0,05,0
8773,Wed Jan 06 2016 04:45:00 GMT+0000 (UTC),779,3,0,06,0
8774,Wed Jan 06 2016 18:20:00 GMT+0000 (UTC),819,3,0,06,0
3461,Mon Jan 04 2016 19:00:00 GMT+0000 (UTC),751,1,0,04,0
3462,Mon Jan 04 2016 20:20:00 GMT+0000 (UTC),578,1,0,04,0
5527,Wed Jan 06 2016 10:05:00 GMT+0000 (UTC),322,3,0,06,0
3463,Mon Jan 04 2016 20:45:00 GMT+0000 (UTC),591,1,0,04,0
5528,Wed Jan 06 2016 17:25:00 GMT+0000 (UTC),819,3,0,06,0
5894,Wed Jan 06 2016 19:25:00 GMT+0000 (UTC),536,3,0,06,0
11698,Mon Jan 04 2016 23:25:00 GMT+0000 (UTC),479,1,0,04,0
11699,Mon Jan 04 2016 23:45:00 GMT+0000 (UTC),479,1,0,04,0
11700,Tue Jan 05 2016 00:05:00 GMT+0000 (UTC),479,2,0,05,0
11701,Tue Jan 05 2016 08:45:00 GMT+0000 (UTC),302,2,0,05,0
11702,Tue Jan 05 2016 22:45:00 GMT+0000 (UTC),550,2,0,05,0
11703,Wed Jan 06 2016 01:20:00 GMT+0000 (UTC),550,3,0,06,0
11704,Wed Jan 06 2016 03:20:00 GMT+0000 (UTC),721,3,0,06,0
11705,Wed Jan 06 2016 04:00:00 GMT+0000 (UTC),706,3,0,06,0
11706,Wed Jan 06 2016 08:25:00 GMT+0000 (UTC),332,3,0,06,0
11707,Wed Jan 06 2016 09:25:00 GMT+0000 (UTC),322,3,0,06,0
11708,Wed Jan 06 2016 13:05:00 GMT+0000 (UTC),380,3,0,06,0
5882,Mon Jan 04 2016 17:35:00 GMT+0000 (UTC),751,1,0,04,0
5883,Tue Jan 05 2016 00:40:00 GMT+0000 (UTC),466,2,0,05,0
5884,Tue Jan 05 2016 04:20:00 GMT+0000 (UTC),646,2,0,05,0
5885,Tue Jan 05 2016 12:25:00 GMT+0000 (UTC),543,2,0,05,0
5886,Tue Jan 05 2016 13:40:00 GMT+0000 (UTC),725,2,0,05,0
5887,Tue Jan 05 2016 14:00:00 GMT+0000 (UTC),725,2,0,05,0
5888,Tue Jan 05 2016 18:20:00 GMT+0000 (UTC),810,2,0,05,0
5889,Wed Jan 06 2016 06:25:00 GMT+0000 (UTC),358,3,0,06,0
5890,Wed Jan 06 2016 11:20:00 GMT+0000 (UTC),328,3,0,06,0
5891,Wed Jan 06 2016 15:05:00 GMT+0000 (UTC),819,3,0,06,0
5892,Wed Jan 06 2016 16:45:00 GMT+0000 (UTC),819,3,0,06,0
5893,Wed Jan 06 2016 18:45:00 GMT+0000 (UTC),728,3,0,06,0
5895,Wed Jan 06 2016 20:25:00 GMT+0000 (UTC),520,3,0,06,0
3464,Mon Jan 04 2016 23:20:00 GMT+0000 (UTC),473,1,0,04,0
3465,Tue Jan 05 2016 01:40:00 GMT+0000 (UTC),498,2,0,05,0
3466,Tue Jan 05 2016 05:40:00 GMT+0000 (UTC),590,2,0,05,0
921,Tue Jan 05 2016 23:40:00 GMT+0000 (UTC),553,2,0,05,0
920,Tue Jan 05 2016 17:45:00 GMT+0000 (UTC),810,2,0,05,0
919,Tue Jan 05 2016 16:45:00 GMT+0000 (UTC),860,2,0,05,0
918,Tue Jan 05 2016 13:25:00 GMT+0000 (UTC),725,2,0,05,0
917,Tue Jan 05 2016 11:05:00 GMT+0000 (UTC),302,2,0,05,0
916,Tue Jan 05 2016 09:00:00 GMT+0000 (UTC),302,2,0,05,0
915,Mon Jan 04 2016 23:00:00 GMT+0000 (UTC),473,1,0,04,0
914,Mon Jan 04 2016 21:40:00 GMT+0000 (UTC),539,1,0,04,0
913,Mon Jan 04 2016 21:00:00 GMT+0000 (UTC),591,1,0,04,0
912,Mon Jan 04 2016 19:45:00 GMT+0000 (UTC),578,1,0,04,0
911,Mon Jan 04 2016 19:20:00 GMT+0000 (UTC),751,1,0,04,0
6751,Mon Jan 04 2016 23:40:00 GMT+0000 (UTC),479,1,0,04,0
6752,Tue Jan 05 2016 06:05:00 GMT+0000 (UTC),590,2,0,05,0
6753,Tue Jan 05 2016 12:20:00 GMT+0000 (UTC),358,2,0,05,0
6754,Tue Jan 05 2016 20:05:00 GMT+0000 (UTC),725,2,0,05,0
6755,Tue Jan 05 2016 22:40:00 GMT+0000 (UTC),550,2,0,05,0
6756,Tue Jan 05 2016 23:25:00 GMT+0000 (UTC),553,2,0,05,0
6757,Tue Jan 05 2016 23:45:00 GMT+0000 (UTC),553,2,0,05,0
6758,Wed Jan 06 2016 00:25:00 GMT+0000 (UTC),550,3,0,06,0
6759,Wed Jan 06 2016 01:05:00 GMT+0000 (UTC),550,3,0,06,0
6760,Wed Jan 06 2016 01:25:00 GMT+0000 (UTC),916,3,0,06,0
6761,Wed Jan 06 2016 10:40:00 GMT+0000 (UTC),328,3,0,06,0
6762,Wed Jan 06 2016 13:25:00 GMT+0000 (UTC),475,3,0,06,0
922,Wed Jan 06 2016 00:40:00 GMT+0000 (UTC),550,3,0,06,0
923,Wed Jan 06 2016 01:00:00 GMT+0000 (UTC),550,3,0,06,0
924,Wed Jan 06 2016 02:05:00 GMT+0000 (UTC),916,3,0,06,0
925,Wed Jan 06 2016 03:40:00 GMT+0000 (UTC),706,3,0,06,0
3467,Tue Jan 05 2016 11:20:00 GMT+0000 (UTC),302,2,0,05,0
3468,Tue Jan 05 2016 12:45:00 GMT+0000 (UTC),543,2,0,05,0
3469,Tue Jan 05 2016 15:45:00 GMT+0000 (UTC),860,2,0,05,0
3470,Tue Jan 05 2016 21:45:00 GMT+0000 (UTC),596,2,0,05,0
3471,Tue Jan 05 2016 23:00:00 GMT+0000 (UTC),550,2,0,05,0
3472,Tue Jan 05 2016 23:05:00 GMT+0000 (UTC),550,2,0,05,0
3473,Wed Jan 06 2016 05:05:00 GMT+0000 (UTC),779,3,0,06,0
3474,Wed Jan 06 2016 07:45:00 GMT+0000 (UTC),370,3,0,06,0
3475,Wed Jan 06 2016 08:40:00 GMT+0000 (UTC),332,3,0,06,0
3476,Wed Jan 06 2016 09:45:00 GMT+0000 (UTC),322,3,0,06,0
3477,Wed Jan 06 2016 12:05:00 GMT+0000 (UTC),360,3,0,06,0
6764,Wed Jan 06 2016 19:45:00 GMT+0000 (UTC),536,3,0,06,0
3478,Wed Jan 06 2016 12:40:00 GMT+0000 (UTC),380,3,0,06,0
3480,Wed Jan 06 2016 17:00:00 GMT+0000 (UTC),819,3,0,06,0
3481,Wed Jan 06 2016 19:20:00 GMT+0000 (UTC),728,3,0,06,0
3482,Wed Jan 06 2016 20:05:00 GMT+0000 (UTC),536,3,0,06,0
3483,Wed Jan 06 2016 20:20:00 GMT+0000 (UTC),536,3,0,06,0
3484,Wed Jan 06 2016 20:40:00 GMT+0000 (UTC),520,3,0,06,0
931,Wed Jan 06 2016 18:40:00 GMT+0000 (UTC),728,3,0,06,0
930,Wed Jan 06 2016 18:05:00 GMT+0000 (UTC),819,3,0,06,0
929,Wed Jan 06 2016 16:25:00 GMT+0000 (UTC),819,3,0,06,0
928,Wed Jan 06 2016 14:45:00 GMT+0000 (UTC),819,3,0,06,0
927,Wed Jan 06 2016 11:05:00 GMT+0000 (UTC),328,3,0,06,0
926,Wed Jan 06 2016 05:00:00 GMT+0000 (UTC),779,3,0,06,0
3479,Wed Jan 06 2016 13:20:00 GMT+0000 (UTC),380,3,0,06,0
12099,Mon Jan 04 2016 18:20:00 GMT+0000 (UTC),751,1,0,04,0
11696,Mon Jan 04 2016 18:40:00 GMT+0000 (UTC),751,1,0,04,0
2560,Wed Jan 06 2016 11:00:00 GMT+0000 (UTC),328,3,0,06,0
2559,Wed Jan 06 2016 10:15:00 GMT+0000 (UTC),328,3,0,06,0
2558,Wed Jan 06 2016 10:00:00 GMT+0000 (UTC),322,3,0,06,0
2557,Wed Jan 06 2016 09:00:00 GMT+0000 (UTC),332,3,0,06,0
70,Wed Jan 06 2016 15:45:00 GMT+0000 (UTC),819,3,0,06,0
71,Wed Jan 06 2016 21:05:00 GMT+0000 (UTC),446,3,0,06,0
2563,Wed Jan 06 2016 17:20:00 GMT+0000 (UTC),819,3,0,06,0
2562,Wed Jan 06 2016 16:00:00 GMT+0000 (UTC),819,3,0,06,0
2561,Wed Jan 06 2016 12:25:00 GMT+0000 (UTC),380,3,0,06,0
2556,Wed Jan 06 2016 08:45:00 GMT+0000 (UTC),332,3,0,06,0
2555,Wed Jan 06 2016 08:05:00 GMT+0000 (UTC),370,3,0,06,0
2554,Wed Jan 06 2016 08:00:00 GMT+0000 (UTC),370,3,0,06,0
2553,Wed Jan 06 2016 07:20:00 GMT+0000 (UTC),358,3,0,06,0
2552,Tue Jan 05 2016 20:40:00 GMT+0000 (UTC),648,2,0,05,0
2551,Tue Jan 05 2016 18:05:00 GMT+0000 (UTC),810,2,0,05,0
2550,Tue Jan 05 2016 13:00:00 GMT+0000 (UTC),543,2,0,05,0
2549,Tue Jan 05 2016 09:25:00 GMT+0000 (UTC),302,2,0,05,0
69,Wed Jan 06 2016 14:15:00 GMT+0000 (UTC),475,3,0,06,0
2548,Tue Jan 05 2016 07:20:00 GMT+0000 (UTC),398,2,0,05,0
2547,Mon Jan 04 2016 22:25:00 GMT+0000 (UTC),473,1,0,04,0
2545,Mon Jan 04 2016 15:15:00 GMT+0000 (UTC),968,1,0,04,0
2564,Wed Jan 06 2016 17:40:00 GMT+0000 (UTC),819,3,0,06,0
2546,Mon Jan 04 2016 22:20:00 GMT+0000 (UTC),539,1,0,04,0
63,Wed Jan 06 2016 00:05:00 GMT+0000 (UTC),553,3,0,06,0
60,Tue Jan 05 2016 21:00:00 GMT+0000 (UTC),648,2,0,05,0
2565,Wed Jan 06 2016 17:45:00 GMT+0000 (UTC),819,3,0,06,0
57,Tue Jan 05 2016 09:05:00 GMT+0000 (UTC),302,2,0,05,0
56,Tue Jan 05 2016 06:00:00 GMT+0000 (UTC),590,2,0,05,0
55,Tue Jan 05 2016 04:25:00 GMT+0000 (UTC),746,2,0,05,0
61,Tue Jan 05 2016 21:20:00 GMT+0000 (UTC),648,2,0,05,0
62,Tue Jan 05 2016 23:20:00 GMT+0000 (UTC),550,2,0,05,0
59,Tue Jan 05 2016 20:20:00 GMT+0000 (UTC),725,2,0,05,0
54,Mon Jan 04 2016 22:45:00 GMT+0000 (UTC),473,1,0,04,0
64,Wed Jan 06 2016 02:45:00 GMT+0000 (UTC),721,3,0,06,0
65,Wed Jan 06 2016 06:40:00 GMT+0000 (UTC),358,3,0,06,0
66,Wed Jan 06 2016 12:00:00 GMT+0000 (UTC),360,3,0,06,0
67,Wed Jan 06 2016 12:20:00 GMT+0000 (UTC),360,3,0,06,0
2566,Wed Jan 06 2016 19:05:00 GMT+0000 (UTC),728,3,0,06,0
68,Wed Jan 06 2016 13:45:00 GMT+0000 (UTC),475,3,0,06,0
58,Tue Jan 05 2016 11:00:00 GMT+0000 (UTC),302,2,0,05,0
4625,Wed Jan 13 2016 15:10:00 GMT+0000 (UTC),634,3,0,13,1
3487,Tue Jan 12 2016 20:20:00 GMT+0000 (UTC),388,2,0,12,1
3486,Tue Jan 12 2016 19:40:00 GMT+0000 (UTC),388,2,0,12,1
3485,Tue Jan 12 2016 17:25:00 GMT+0000 (UTC),386,2,0,12,1
72,Tue Jan 12 2016 20:40:00 GMT+0000 (UTC),382,2,0,12,1
4621,Wed Jan 13 2016 02:25:00 GMT+0000 (UTC),388,3,0,13,1
4622,Wed Jan 13 2016 03:00:00 GMT+0000 (UTC),388,3,0,13,1
4623,Wed Jan 13 2016 04:30:00 GMT+0000 (UTC),383,3,0,13,1
4624,Wed Jan 13 2016 08:00:00 GMT+0000 (UTC),315,3,0,13,1
13356,Tue Jan 12 2016 16:40:00 GMT+0000 (UTC),583,2,0,12,1
3488,Tue Jan 12 2016 21:00:00 GMT+0000 (UTC),382,2,0,12,1
6767,Wed Jan 13 2016 04:25:00 GMT+0000 (UTC),383,3,0,13,1
934,Wed Jan 13 2016 06:20:00 GMT+0000 (UTC),366,3,0,13,1
935,Wed Jan 13 2016 14:10:00 GMT+0000 (UTC),608,3,0,13,1
6770,Wed Jan 13 2016 10:30:00 GMT+0000 (UTC),514,3,0,13,1
6771,Wed Jan 13 2016 14:30:00 GMT+0000 (UTC),634,3,0,13,1
12117,Tue Jan 12 2016 21:20:00 GMT+0000 (UTC),382,2,0,12,1
12118,Tue Jan 12 2016 21:25:00 GMT+0000 (UTC),374,2,0,12,1
12119,Wed Jan 13 2016 03:20:00 GMT+0000 (UTC),388,3,0,13,1
12120,Wed Jan 13 2016 03:25:00 GMT+0000 (UTC),382,3,0,13,1
12121,Wed Jan 13 2016 10:10:00 GMT+0000 (UTC),362,3,0,13,1
12122,Wed Jan 13 2016 11:10:00 GMT+0000 (UTC),514,3,0,13,1
6769,Wed Jan 13 2016 09:35:00 GMT+0000 (UTC),362,3,0,13,1
12123,Wed Jan 13 2016 12:30:00 GMT+0000 (UTC),446,3,0,13,1
12125,Wed Jan 13 2016 13:55:00 GMT+0000 (UTC),608,3,0,13,1
3495,Wed Jan 13 2016 20:30:00 GMT+0000 (UTC),345,3,0,13,1
6348,Tue Jan 12 2016 23:25:00 GMT+0000 (UTC),362,2,0,12,1
6349,Wed Jan 13 2016 07:05:00 GMT+0000 (UTC),408,3,0,13,1
6350,Wed Jan 13 2016 11:50:00 GMT+0000 (UTC),453,3,0,13,1
6351,Wed Jan 13 2016 16:55:00 GMT+0000 (UTC),626,3,0,13,1
6352,Wed Jan 13 2016 17:55:00 GMT+0000 (UTC),615,3,0,13,1
6353,Wed Jan 13 2016 19:25:00 GMT+0000 (UTC),393,3,0,13,1
12124,Wed Jan 13 2016 13:25:00 GMT+0000 (UTC),608,3,0,13,1
936,Wed Jan 13 2016 18:50:00 GMT+0000 (UTC),414,3,0,13,1
6768,Wed Jan 13 2016 06:00:00 GMT+0000 (UTC),366,3,0,13,1
6765,Tue Jan 12 2016 16:00:00 GMT+0000 (UTC),446,2,0,12,1
933,Wed Jan 13 2016 00:25:00 GMT+0000 (UTC),369,3,0,13,1
932,Tue Jan 12 2016 18:20:00 GMT+0000 (UTC),386,2,0,12,1
73,Wed Jan 13 2016 12:50:00 GMT+0000 (UTC),446,3,0,13,1
7759,Tue Jan 12 2016 15:40:00 GMT+0000 (UTC),446,2,0,12,1
12116,Tue Jan 12 2016 18:00:00 GMT+0000 (UTC),386,2,0,12,1
7760,Tue Jan 12 2016 19:05:00 GMT+0000 (UTC),376,2,0,12,1
7761,Tue Jan 12 2016 22:05:00 GMT+0000 (UTC),374,2,0,12,1
7762,Wed Jan 13 2016 09:50:00 GMT+0000 (UTC),362,3,0,13,1
6766,Tue Jan 12 2016 17:20:00 GMT+0000 (UTC),583,2,0,12,1
7763,Wed Jan 13 2016 11:30:00 GMT+0000 (UTC),453,3,0,13,1
7765,Wed Jan 13 2016 14:55:00 GMT+0000 (UTC),634,3,0,13,1
7766,Wed Jan 13 2016 20:00:00 GMT+0000 (UTC),345,3,0,13,1
3489,Wed Jan 13 2016 05:10:00 GMT+0000 (UTC),383,3,0,13,1
3490,Wed Jan 13 2016 07:00:00 GMT+0000 (UTC),408,3,0,13,1
3491,Wed Jan 13 2016 10:50:00 GMT+0000 (UTC),514,3,0,13,1
3492,Wed Jan 13 2016 12:10:00 GMT+0000 (UTC),453,3,0,13,1
3493,Wed Jan 13 2016 17:30:00 GMT+0000 (UTC),615,3,0,13,1
3494,Wed Jan 13 2016 19:50:00 GMT+0000 (UTC),393,3,0,13,1
7764,Wed Jan 13 2016 13:10:00 GMT+0000 (UTC),446,3,0,13,1
6354,Wed Jan 13 2016 19:55:00 GMT+0000 (UTC),345,3,0,13,1
4620,Tue Jan 12 2016 23:40:00 GMT+0000 (UTC),362,2,0,12,1
13357,Tue Jan 12 2016 17:40:00 GMT+0000 (UTC),386,2,0,12,1
5898,Wed Jan 13 2016 04:00:00 GMT+0000 (UTC),382,3,0,13,1
5899,Wed Jan 13 2016 04:20:00 GMT+0000 (UTC),382,3,0,13,1
5900,Wed Jan 13 2016 05:00:00 GMT+0000 (UTC),383,3,0,13,1
5901,Wed Jan 13 2016 05:45:00 GMT+0000 (UTC),366,3,0,13,1
5902,Wed Jan 13 2016 12:55:00 GMT+0000 (UTC),446,3,0,13,1
5903,Wed Jan 13 2016 15:40:00 GMT+0000 (UTC),673,3,0,13,1
5897,Wed Jan 13 2016 02:00:00 GMT+0000 (UTC),372,3,0,13,1
5904,Wed Jan 13 2016 18:10:00 GMT+0000 (UTC),615,3,0,13,1
5906,Wed Jan 13 2016 18:55:00 GMT+0000 (UTC),414,3,0,13,1
15889,Tue Jan 12 2016 20:00:00 GMT+0000 (UTC),388,2,0,12,1
