,Time,AQI,weekday,month,day,week
6026,Wed Mar 02 2016 02:40:00 GMT+0000 (UTC),594,3,2,02,8
6032,Wed Mar 02 2016 14:25:00 GMT+0000 (UTC),356,3,2,02,8
6025,Wed Mar 02 2016 00:25:00 GMT+0000 (UTC),334,3,2,02,8
11853,Tue Mar 01 2016 13:35:00 GMT+0000 (UTC),350,2,2,01,8
11855,Wed Mar 02 2016 07:20:00 GMT+0000 (UTC),317,3,2,02,8
11869,Sat Mar 05 2016 11:25:00 GMT+0000 (UTC),232,6,2,05,8
11868,Sat Mar 05 2016 11:20:00 GMT+0000 (UTC),232,6,2,05,8
11867,Sat Mar 05 2016 04:20:00 GMT+0000 (UTC),142,6,2,05,8
11866,Fri Mar 04 2016 22:40:00 GMT+0000 (UTC),143,5,2,04,8
11865,Fri Mar 04 2016 16:25:00 GMT+0000 (UTC),316,5,2,04,8
11864,Fri Mar 04 2016 10:05:00 GMT+0000 (UTC),311,5,2,04,8
11854,Wed Mar 02 2016 02:45:00 GMT+0000 (UTC),594,3,2,02,8
11863,Thu Mar 03 2016 22:20:00 GMT+0000 (UTC),362,4,2,03,8
11861,Thu Mar 03 2016 10:00:00 GMT+0000 (UTC),316,4,2,03,8
11860,Wed Mar 02 2016 19:45:00 GMT+0000 (UTC),326,3,2,02,8
11859,Wed Mar 02 2016 18:40:00 GMT+0000 (UTC),326,3,2,02,8
11858,Wed Mar 02 2016 15:40:00 GMT+0000 (UTC),326,3,2,02,8
11857,Wed Mar 02 2016 15:20:00 GMT+0000 (UTC),356,3,2,02,8
11856,Wed Mar 02 2016 12:00:00 GMT+0000 (UTC),210,3,2,02,8
11862,Thu Mar 03 2016 13:20:00 GMT+0000 (UTC),243,4,2,03,8
6024,Wed Mar 02 2016 00:00:00 GMT+0000 (UTC),346,3,2,02,8
6023,Tue Mar 01 2016 23:45:00 GMT+0000 (UTC),346,2,2,01,8
6022,Tue Mar 01 2016 15:25:00 GMT+0000 (UTC),426,2,2,01,8
5666,Thu Mar 03 2016 14:20:00 GMT+0000 (UTC),460,4,2,03,8
5667,Thu Mar 03 2016 17:20:00 GMT+0000 (UTC),336,4,2,03,8
5668,Thu Mar 03 2016 23:00:00 GMT+0000 (UTC),508,4,2,03,8
5669,Fri Mar 04 2016 00:00:00 GMT+0000 (UTC),207,5,2,04,8
5670,Fri Mar 04 2016 03:00:00 GMT+0000 (UTC),378,5,2,04,8
5671,Fri Mar 04 2016 04:00:00 GMT+0000 (UTC),331,5,2,04,8
5665,Thu Mar 03 2016 12:45:00 GMT+0000 (UTC),243,4,2,03,8
5672,Fri Mar 04 2016 05:30:00 GMT+0000 (UTC),257,5,2,04,8
5674,Fri Mar 04 2016 15:00:00 GMT+0000 (UTC),408,5,2,04,8
5675,Fri Mar 04 2016 18:00:00 GMT+0000 (UTC),233,5,2,04,8
5676,Fri Mar 04 2016 23:00:00 GMT+0000 (UTC),143,5,2,04,8
5677,Sat Mar 05 2016 07:00:00 GMT+0000 (UTC),150,6,2,05,8
5678,Sat Mar 05 2016 09:00:00 GMT+0000 (UTC),175,6,2,05,8
5679,Sat Mar 05 2016 19:05:00 GMT+0000 (UTC),88,6,2,05,8
5673,Fri Mar 04 2016 08:15:00 GMT+0000 (UTC),306,5,2,04,8
5664,Thu Mar 03 2016 12:20:00 GMT+0000 (UTC),267,4,2,03,8
5663,Thu Mar 03 2016 05:20:00 GMT+0000 (UTC),326,4,2,03,8
5662,Thu Mar 03 2016 02:25:00 GMT+0000 (UTC),326,4,2,03,8
6021,Tue Mar 01 2016 09:20:00 GMT+0000 (UTC),320,2,2,01,8
6020,Tue Mar 01 2016 04:45:00 GMT+0000 (UTC),363,2,2,01,8
6019,Tue Mar 01 2016 04:20:00 GMT+0000 (UTC),408,2,2,01,8
6018,Mon Feb 29 2016 03:25:00 GMT+0000 (UTC),365,1,1,29,8
6017,Mon Feb 29 2016 03:00:00 GMT+0000 (UTC),365,1,1,29,8
6016,Mon Feb 29 2016 00:05:00 GMT+0000 (UTC),365,1,1,29,8
6015,Sun Feb 28 2016 23:40:00 GMT+0000 (UTC),365,0,1,28,8
6014,Sun Feb 28 2016 21:25:00 GMT+0000 (UTC),365,0,1,28,8
6013,Sun Feb 28 2016 20:20:00 GMT+0000 (UTC),365,0,1,28,8
6012,Sun Feb 28 2016 18:25:00 GMT+0000 (UTC),365,0,1,28,8
6011,Sun Feb 28 2016 17:40:00 GMT+0000 (UTC),468,0,1,28,8
6010,Sun Feb 28 2016 14:40:00 GMT+0000 (UTC),309,0,1,28,8
6009,Sun Feb 28 2016 10:25:00 GMT+0000 (UTC),245,0,1,28,8
8917,Sun Feb 28 2016 14:25:00 GMT+0000 (UTC),309,0,1,28,8
6007,Sun Feb 28 2016 02:20:00 GMT+0000 (UTC),370,0,1,28,8
5681,Sun Mar 06 2016 05:45:00 GMT+0000 (UTC),87,0,2,06,8
8916,Sun Feb 28 2016 13:45:00 GMT+0000 (UTC),203,0,1,28,8
4774,Sun Mar 06 2016 19:50:00 GMT+0000 (UTC),200,0,2,06,8
8914,Sun Feb 28 2016 13:20:00 GMT+0000 (UTC),263,0,1,28,8
3637,Fri Mar 04 2016 01:00:00 GMT+0000 (UTC),316,5,2,04,8
3636,Fri Mar 04 2016 00:40:00 GMT+0000 (UTC),316,5,2,04,8
3635,Thu Mar 03 2016 21:00:00 GMT+0000 (UTC),333,4,2,03,8
3634,Thu Mar 03 2016 15:40:00 GMT+0000 (UTC),423,4,2,03,8
3633,Thu Mar 03 2016 12:40:00 GMT+0000 (UTC),243,4,2,03,8
3632,Thu Mar 03 2016 04:20:00 GMT+0000 (UTC),326,4,2,03,8
3631,Thu Mar 03 2016 00:40:00 GMT+0000 (UTC),326,4,2,03,8
4730,Sun Feb 28 2016 00:20:00 GMT+0000 (UTC),370,0,1,28,8
4731,Sun Feb 28 2016 07:45:00 GMT+0000 (UTC),249,0,1,28,8
4732,Sun Feb 28 2016 08:20:00 GMT+0000 (UTC),302,0,1,28,8
4733,Sun Feb 28 2016 16:25:00 GMT+0000 (UTC),468,0,1,28,8
4734,Sun Feb 28 2016 16:40:00 GMT+0000 (UTC),468,0,1,28,8
4735,Sun Feb 28 2016 18:40:00 GMT+0000 (UTC),365,0,1,28,8
4736,Sun Feb 28 2016 22:40:00 GMT+0000 (UTC),365,0,1,28,8
3638,Fri Mar 04 2016 02:00:00 GMT+0000 (UTC),308,5,2,04,8
4737,Mon Feb 29 2016 01:25:00 GMT+0000 (UTC),365,1,1,29,8
4739,Mon Feb 29 2016 09:45:00 GMT+0000 (UTC),309,1,1,29,8
4740,Tue Mar 01 2016 03:00:00 GMT+0000 (UTC),426,2,2,01,8
4741,Tue Mar 01 2016 03:25:00 GMT+0000 (UTC),408,2,2,01,8
4742,Tue Mar 01 2016 05:20:00 GMT+0000 (UTC),363,2,2,01,8
4743,Tue Mar 01 2016 05:25:00 GMT+0000 (UTC),314,2,2,01,8
4744,Tue Mar 01 2016 17:00:00 GMT+0000 (UTC),418,2,2,01,8
4745,Tue Mar 01 2016 18:20:00 GMT+0000 (UTC),426,2,2,01,8
4746,Tue Mar 01 2016 20:00:00 GMT+0000 (UTC),406,2,2,01,8
4747,Wed Mar 02 2016 00:20:00 GMT+0000 (UTC),346,3,2,02,8
4748,Wed Mar 02 2016 01:00:00 GMT+0000 (UTC),334,3,2,02,8
4749,Wed Mar 02 2016 03:00:00 GMT+0000 (UTC),594,3,2,02,8
4750,Wed Mar 02 2016 08:20:00 GMT+0000 (UTC),324,3,2,02,8
4751,Wed Mar 02 2016 09:20:00 GMT+0000 (UTC),320,3,2,02,8
4752,Wed Mar 02 2016 10:40:00 GMT+0000 (UTC),328,3,2,02,8
4738,Mon Feb 29 2016 02:05:00 GMT+0000 (UTC),365,1,1,29,8
3639,Fri Mar 04 2016 02:40:00 GMT+0000 (UTC),378,5,2,04,8
3640,Fri Mar 04 2016 23:55:00 GMT+0000 (UTC),163,5,2,04,8
3641,Sat Mar 05 2016 08:25:00 GMT+0000 (UTC),175,6,2,05,8
2714,Sun Mar 06 2016 05:15:00 GMT+0000 (UTC),95,0,2,06,8
2713,Sat Mar 05 2016 21:25:00 GMT+0000 (UTC),68,6,2,05,8
2712,Sat Mar 05 2016 18:40:00 GMT+0000 (UTC),88,6,2,05,8
2711,Sat Mar 05 2016 18:25:00 GMT+0000 (UTC),153,6,2,05,8
2710,Sat Mar 05 2016 14:40:00 GMT+0000 (UTC),179,6,2,05,8
2709,Sat Mar 05 2016 01:00:00 GMT+0000 (UTC),305,6,2,05,8
2708,Sat Mar 05 2016 00:00:00 GMT+0000 (UTC),163,6,2,05,8
2707,Fri Mar 04 2016 20:05:00 GMT+0000 (UTC),145,5,2,04,8
2706,Fri Mar 04 2016 17:40:00 GMT+0000 (UTC),233,5,2,04,8
2705,Fri Mar 04 2016 04:20:00 GMT+0000 (UTC),331,5,2,04,8
7468,Wed Mar 02 2016 04:20:00 GMT+0000 (UTC),432,3,2,02,8
2704,Fri Mar 04 2016 02:25:00 GMT+0000 (UTC),378,5,2,04,8
2703,Thu Mar 03 2016 23:20:00 GMT+0000 (UTC),508,4,2,03,8
2702,Thu Mar 03 2016 21:40:00 GMT+0000 (UTC),362,4,2,03,8
2701,Thu Mar 03 2016 17:25:00 GMT+0000 (UTC),308,4,2,03,8
3657,Sun Mar 06 2016 21:05:00 GMT+0000 (UTC),180,0,2,06,8
3656,Sun Mar 06 2016 21:00:00 GMT+0000 (UTC),180,0,2,06,8
3642,Sat Mar 05 2016 08:40:00 GMT+0000 (UTC),175,6,2,05,8
3643,Sat Mar 05 2016 14:00:00 GMT+0000 (UTC),206,6,2,05,8
3644,Sat Mar 05 2016 15:45:00 GMT+0000 (UTC),75,6,2,05,8
3645,Sat Mar 05 2016 16:35:00 GMT+0000 (UTC),91,6,2,05,8
3646,Sat Mar 05 2016 17:25:00 GMT+0000 (UTC),100,6,2,05,8
3647,Sat Mar 05 2016 19:40:00 GMT+0000 (UTC),82,6,2,05,8
4753,Wed Mar 02 2016 17:25:00 GMT+0000 (UTC),326,3,2,02,8
3648,Sat Mar 05 2016 22:45:00 GMT+0000 (UTC),73,6,2,05,8
3650,Sat Mar 05 2016 23:25:00 GMT+0000 (UTC),73,6,2,05,8
3651,Sat Mar 05 2016 23:45:00 GMT+0000 (UTC),74,6,2,05,8
3652,Sun Mar 06 2016 04:00:00 GMT+0000 (UTC),79,0,2,06,8
3653,Sun Mar 06 2016 10:25:00 GMT+0000 (UTC),158,0,2,06,8
3654,Sun Mar 06 2016 15:40:00 GMT+0000 (UTC),103,0,2,06,8
3655,Sun Mar 06 2016 20:40:00 GMT+0000 (UTC),180,0,2,06,8
3649,Sat Mar 05 2016 23:00:00 GMT+0000 (UTC),67,6,2,05,8
4754,Thu Mar 03 2016 13:00:00 GMT+0000 (UTC),243,4,2,03,8
4755,Thu Mar 03 2016 13:40:00 GMT+0000 (UTC),460,4,2,03,8
4756,Thu Mar 03 2016 22:40:00 GMT+0000 (UTC),508,4,2,03,8
2697,Wed Mar 02 2016 13:25:00 GMT+0000 (UTC),348,3,2,02,8
2696,Wed Mar 02 2016 07:00:00 GMT+0000 (UTC),311,3,2,02,8
2695,Wed Mar 02 2016 05:00:00 GMT+0000 (UTC),375,3,2,02,8
2694,Tue Mar 01 2016 23:40:00 GMT+0000 (UTC),346,2,2,01,8
2693,Tue Mar 01 2016 22:00:00 GMT+0000 (UTC),356,2,2,01,8
2692,Tue Mar 01 2016 21:20:00 GMT+0000 (UTC),364,2,2,01,8
2691,Tue Mar 01 2016 18:00:00 GMT+0000 (UTC),426,2,2,01,8
2690,Tue Mar 01 2016 16:25:00 GMT+0000 (UTC),418,2,2,01,8
4768,Sat Mar 05 2016 06:00:00 GMT+0000 (UTC),171,6,2,05,8
4769,Sat Mar 05 2016 08:20:00 GMT+0000 (UTC),374,6,2,05,8
4770,Sat Mar 05 2016 10:00:00 GMT+0000 (UTC),179,6,2,05,8
4771,Sat Mar 05 2016 16:00:00 GMT+0000 (UTC),72,6,2,05,8
4772,Sun Mar 06 2016 00:20:00 GMT+0000 (UTC),67,0,2,06,8
4773,Sun Mar 06 2016 03:40:00 GMT+0000 (UTC),80,0,2,06,8
4775,Sun Mar 06 2016 20:45:00 GMT+0000 (UTC),180,0,2,06,8
11870,Sat Mar 05 2016 12:20:00 GMT+0000 (UTC),232,6,2,05,8
2689,Tue Mar 01 2016 04:00:00 GMT+0000 (UTC),408,2,2,01,8
8913,Sun Feb 28 2016 11:25:00 GMT+0000 (UTC),237,0,1,28,8
8912,Sun Feb 28 2016 10:40:00 GMT+0000 (UTC),228,0,1,28,8
8911,Sun Feb 28 2016 10:20:00 GMT+0000 (UTC),245,0,1,28,8
8910,Sun Feb 28 2016 10:00:00 GMT+0000 (UTC),303,0,1,28,8
8909,Sun Feb 28 2016 02:55:00 GMT+0000 (UTC),370,0,1,28,8
2680,Sun Feb 28 2016 03:35:00 GMT+0000 (UTC),370,0,1,28,8
2698,Wed Mar 02 2016 22:25:00 GMT+0000 (UTC),326,3,2,02,8
2681,Sun Feb 28 2016 14:20:00 GMT+0000 (UTC),203,0,1,28,8
2683,Mon Feb 29 2016 02:20:00 GMT+0000 (UTC),365,1,1,29,8
2684,Mon Feb 29 2016 02:40:00 GMT+0000 (UTC),365,1,1,29,8
2685,Mon Feb 29 2016 04:25:00 GMT+0000 (UTC),365,1,1,29,8
2686,Mon Feb 29 2016 06:30:00 GMT+0000 (UTC),273,1,1,29,8
2687,Mon Feb 29 2016 08:00:00 GMT+0000 (UTC),304,1,1,29,8
2688,Mon Feb 29 2016 09:50:00 GMT+0000 (UTC),305,1,1,29,8
2682,Sun Feb 28 2016 21:05:00 GMT+0000 (UTC),365,0,1,28,8
8915,Sun Feb 28 2016 13:40:00 GMT+0000 (UTC),203,0,1,28,8
2699,Thu Mar 03 2016 05:25:00 GMT+0000 (UTC),319,4,2,03,8
3610,Sun Feb 28 2016 04:20:00 GMT+0000 (UTC),370,0,1,28,8
4757,Fri Mar 04 2016 01:40:00 GMT+0000 (UTC),308,5,2,04,8
4758,Fri Mar 04 2016 02:05:00 GMT+0000 (UTC),308,5,2,04,8
4759,Fri Mar 04 2016 09:40:00 GMT+0000 (UTC),160,5,2,04,8
4760,Fri Mar 04 2016 10:45:00 GMT+0000 (UTC),259,5,2,04,8
4761,Fri Mar 04 2016 15:20:00 GMT+0000 (UTC),408,5,2,04,8
4762,Fri Mar 04 2016 17:20:00 GMT+0000 (UTC),316,5,2,04,8
4763,Fri Mar 04 2016 18:40:00 GMT+0000 (UTC),124,5,2,04,8
4764,Fri Mar 04 2016 20:40:00 GMT+0000 (UTC),223,5,2,04,8
4765,Fri Mar 04 2016 21:20:00 GMT+0000 (UTC),223,5,2,04,8
4766,Sat Mar 05 2016 00:40:00 GMT+0000 (UTC),305,6,2,05,8
4767,Sat Mar 05 2016 05:00:00 GMT+0000 (UTC),161,6,2,05,8
3630,Wed Mar 02 2016 14:20:00 GMT+0000 (UTC),348,3,2,02,8
3629,Wed Mar 02 2016 14:00:00 GMT+0000 (UTC),348,3,2,02,8
3628,Wed Mar 02 2016 09:40:00 GMT+0000 (UTC),324,3,2,02,8
3627,Wed Mar 02 2016 01:40:00 GMT+0000 (UTC),374,3,2,02,8
3626,Tue Mar 01 2016 21:25:00 GMT+0000 (UTC),356,2,2,01,8
3625,Tue Mar 01 2016 20:25:00 GMT+0000 (UTC),364,2,2,01,8
3611,Sun Feb 28 2016 07:00:00 GMT+0000 (UTC),339,0,1,28,8
3612,Sun Feb 28 2016 07:40:00 GMT+0000 (UTC),249,0,1,28,8
3613,Sun Feb 28 2016 18:20:00 GMT+0000 (UTC),468,0,1,28,8
3614,Sun Feb 28 2016 23:20:00 GMT+0000 (UTC),365,0,1,28,8
3615,Mon Feb 29 2016 06:35:00 GMT+0000 (UTC),190,1,1,29,8
3616,Tue Mar 01 2016 02:40:00 GMT+0000 (UTC),426,2,2,01,8
2700,Thu Mar 03 2016 11:00:00 GMT+0000 (UTC),305,4,2,03,8
3617,Tue Mar 01 2016 04:05:00 GMT+0000 (UTC),408,2,2,01,8
3619,Tue Mar 01 2016 07:45:00 GMT+0000 (UTC),311,2,2,01,8
3620,Tue Mar 01 2016 11:00:00 GMT+0000 (UTC),316,2,2,01,8
3621,Tue Mar 01 2016 11:25:00 GMT+0000 (UTC),344,2,2,01,8
3622,Tue Mar 01 2016 13:20:00 GMT+0000 (UTC),280,2,2,01,8
3623,Tue Mar 01 2016 18:25:00 GMT+0000 (UTC),403,2,2,01,8
3624,Tue Mar 01 2016 19:20:00 GMT+0000 (UTC),403,2,2,01,8
3618,Tue Mar 01 2016 06:00:00 GMT+0000 (UTC),314,2,2,01,8
11871,Sat Mar 05 2016 13:10:00 GMT+0000 (UTC),157,6,2,05,8
7469,Wed Mar 02 2016 05:40:00 GMT+0000 (UTC),318,3,2,02,8
11873,Sat Mar 05 2016 19:00:00 GMT+0000 (UTC),88,6,2,05,8
6491,Fri Mar 04 2016 11:20:00 GMT+0000 (UTC),198,5,2,04,8
6492,Fri Mar 04 2016 11:40:00 GMT+0000 (UTC),168,5,2,04,8
6493,Fri Mar 04 2016 14:00:00 GMT+0000 (UTC),281,5,2,04,8
6494,Fri Mar 04 2016 15:40:00 GMT+0000 (UTC),315,5,2,04,8
6495,Fri Mar 04 2016 19:00:00 GMT+0000 (UTC),124,5,2,04,8
6496,Fri Mar 04 2016 20:00:00 GMT+0000 (UTC),145,5,2,04,8
6490,Fri Mar 04 2016 10:00:00 GMT+0000 (UTC),311,5,2,04,8
6497,Sat Mar 05 2016 00:25:00 GMT+0000 (UTC),305,6,2,05,8
6499,Sat Mar 05 2016 04:40:00 GMT+0000 (UTC),161,6,2,05,8
6500,Sat Mar 05 2016 06:45:00 GMT+0000 (UTC),150,6,2,05,8
6501,Sat Mar 05 2016 07:45:00 GMT+0000 (UTC),374,6,2,05,8
6502,Sat Mar 05 2016 12:40:00 GMT+0000 (UTC),157,6,2,05,8
6503,Sat Mar 05 2016 13:40:00 GMT+0000 (UTC),206,6,2,05,8
6504,Sat Mar 05 2016 21:00:00 GMT+0000 (UTC),67,6,2,05,8
6498,Sat Mar 05 2016 02:40:00 GMT+0000 (UTC),183,6,2,05,8
6489,Fri Mar 04 2016 02:45:00 GMT+0000 (UTC),378,5,2,04,8
6488,Thu Mar 03 2016 23:40:00 GMT+0000 (UTC),207,4,2,03,8
6487,Thu Mar 03 2016 18:40:00 GMT+0000 (UTC),325,4,2,03,8
6472,Wed Mar 02 2016 06:25:00 GMT+0000 (UTC),301,3,2,02,8
6473,Wed Mar 02 2016 07:25:00 GMT+0000 (UTC),317,3,2,02,8
6474,Wed Mar 02 2016 12:20:00 GMT+0000 (UTC),220,3,2,02,8
6475,Wed Mar 02 2016 13:40:00 GMT+0000 (UTC),348,3,2,02,8
6476,Wed Mar 02 2016 18:20:00 GMT+0000 (UTC),326,3,2,02,8
6477,Wed Mar 02 2016 23:40:00 GMT+0000 (UTC),326,3,2,02,8
6478,Thu Mar 03 2016 04:00:00 GMT+0000 (UTC),326,4,2,03,8
6479,Thu Mar 03 2016 04:40:00 GMT+0000 (UTC),326,4,2,03,8
6480,Thu Mar 03 2016 05:45:00 GMT+0000 (UTC),319,4,2,03,8
6481,Thu Mar 03 2016 06:25:00 GMT+0000 (UTC),319,4,2,03,8
6482,Thu Mar 03 2016 11:40:00 GMT+0000 (UTC),267,4,2,03,8
6483,Thu Mar 03 2016 14:00:00 GMT+0000 (UTC),460,4,2,03,8
6484,Thu Mar 03 2016 14:40:00 GMT+0000 (UTC),423,4,2,03,8
6485,Thu Mar 03 2016 15:20:00 GMT+0000 (UTC),423,4,2,03,8
6486,Thu Mar 03 2016 18:20:00 GMT+0000 (UTC),308,4,2,03,8
6505,Sun Mar 06 2016 09:00:00 GMT+0000 (UTC),171,0,2,06,8
6506,Sun Mar 06 2016 12:00:00 GMT+0000 (UTC),86,0,2,06,8
6507,Sun Mar 06 2016 12:25:00 GMT+0000 (UTC),124,0,2,06,8
6508,Sun Mar 06 2016 15:45:00 GMT+0000 (UTC),101,0,2,06,8
1072,Sat Mar 05 2016 23:20:00 GMT+0000 (UTC),73,6,2,05,8
1071,Sat Mar 05 2016 15:20:00 GMT+0000 (UTC),179,6,2,05,8
1070,Sat Mar 05 2016 01:40:00 GMT+0000 (UTC),81,6,2,05,8
1069,Fri Mar 04 2016 17:25:00 GMT+0000 (UTC),233,5,2,04,8
1068,Fri Mar 04 2016 14:20:00 GMT+0000 (UTC),281,5,2,04,8
1067,Fri Mar 04 2016 12:25:00 GMT+0000 (UTC),152,5,2,04,8
1066,Fri Mar 04 2016 05:20:00 GMT+0000 (UTC),256,5,2,04,8
1065,Thu Mar 03 2016 15:00:00 GMT+0000 (UTC),423,4,2,03,8
1064,Thu Mar 03 2016 05:00:00 GMT+0000 (UTC),326,4,2,03,8
1063,Thu Mar 03 2016 02:40:00 GMT+0000 (UTC),326,4,2,03,8
1062,Thu Mar 03 2016 01:40:00 GMT+0000 (UTC),326,4,2,03,8
1061,Thu Mar 03 2016 01:00:00 GMT+0000 (UTC),326,4,2,03,8
1060,Wed Mar 02 2016 23:05:00 GMT+0000 (UTC),326,3,2,02,8
1059,Wed Mar 02 2016 21:00:00 GMT+0000 (UTC),326,3,2,02,8
1058,Wed Mar 02 2016 20:40:00 GMT+0000 (UTC),326,3,2,02,8
1073,Sun Mar 06 2016 00:05:00 GMT+0000 (UTC),71,0,2,06,8
6471,Wed Mar 02 2016 03:40:00 GMT+0000 (UTC),432,3,2,02,8
1074,Sun Mar 06 2016 01:40:00 GMT+0000 (UTC),92,0,2,06,8
1076,Sun Mar 06 2016 13:00:00 GMT+0000 (UTC),115,0,2,06,8
6509,Sun Mar 06 2016 22:30:00 GMT+0000 (UTC),91,0,2,06,8
11872,Sat Mar 05 2016 17:20:00 GMT+0000 (UTC),100,6,2,05,8
14790,Sun Mar 06 2016 19:25:00 GMT+0000 (UTC),200,0,2,06,8
14789,Sun Mar 06 2016 08:20:00 GMT+0000 (UTC),139,0,2,06,8
14788,Sun Mar 06 2016 05:40:00 GMT+0000 (UTC),87,0,2,06,8
14787,Sun Mar 06 2016 01:25:00 GMT+0000 (UTC),92,0,2,06,8
14786,Sat Mar 05 2016 17:40:00 GMT+0000 (UTC),101,6,2,05,8
14785,Sat Mar 05 2016 13:25:00 GMT+0000 (UTC),206,6,2,05,8
14784,Sat Mar 05 2016 10:40:00 GMT+0000 (UTC),232,6,2,05,8
14783,Sat Mar 05 2016 09:20:00 GMT+0000 (UTC),175,6,2,05,8
14782,Sat Mar 05 2016 07:20:00 GMT+0000 (UTC),150,6,2,05,8
14781,Sat Mar 05 2016 06:25:00 GMT+0000 (UTC),150,6,2,05,8
14780,Sat Mar 05 2016 03:00:00 GMT+0000 (UTC),183,6,2,05,8
14779,Sat Mar 05 2016 00:20:00 GMT+0000 (UTC),163,6,2,05,8
14778,Fri Mar 04 2016 19:25:00 GMT+0000 (UTC),145,5,2,04,8
1075,Sun Mar 06 2016 05:00:00 GMT+0000 (UTC),95,0,2,06,8
6470,Tue Mar 01 2016 23:00:00 GMT+0000 (UTC),348,2,2,01,8
6469,Tue Mar 01 2016 22:40:00 GMT+0000 (UTC),348,2,2,01,8
6468,Tue Mar 01 2016 09:45:00 GMT+0000 (UTC),324,2,2,01,8
12285,Sun Mar 06 2016 20:05:00 GMT+0000 (UTC),200,0,2,06,8
12286,Sun Mar 06 2016 22:00:00 GMT+0000 (UTC),88,0,2,06,8
12673,Sun Feb 28 2016 04:00:00 GMT+0000 (UTC),370,0,1,28,8
12674,Sun Feb 28 2016 08:00:00 GMT+0000 (UTC),279,0,1,28,8
12675,Sun Feb 28 2016 08:25:00 GMT+0000 (UTC),302,0,1,28,8
12676,Sun Feb 28 2016 11:40:00 GMT+0000 (UTC),237,0,1,28,8
12677,Sun Feb 28 2016 16:00:00 GMT+0000 (UTC),468,0,1,28,8
12678,Sun Feb 28 2016 22:25:00 GMT+0000 (UTC),365,0,1,28,8
12679,Tue Mar 01 2016 12:20:00 GMT+0000 (UTC),344,2,2,01,8
12680,Tue Mar 01 2016 14:00:00 GMT+0000 (UTC),350,2,2,01,8
12681,Tue Mar 01 2016 19:40:00 GMT+0000 (UTC),406,2,2,01,8
12682,Tue Mar 01 2016 21:00:00 GMT+0000 (UTC),364,2,2,01,8
12683,Tue Mar 01 2016 23:05:00 GMT+0000 (UTC),348,2,2,01,8
12684,Wed Mar 02 2016 05:25:00 GMT+0000 (UTC),318,3,2,02,8
12685,Wed Mar 02 2016 06:40:00 GMT+0000 (UTC),302,3,2,02,8
12284,Sun Mar 06 2016 17:55:00 GMT+0000 (UTC),111,0,2,06,8
12686,Wed Mar 02 2016 10:00:00 GMT+0000 (UTC),321,3,2,02,8
12283,Sun Mar 06 2016 06:00:00 GMT+0000 (UTC),95,0,2,06,8
12281,Sun Mar 06 2016 04:20:00 GMT+0000 (UTC),65,0,2,06,8
12266,Fri Mar 04 2016 05:00:00 GMT+0000 (UTC),256,5,2,04,8
12267,Fri Mar 04 2016 05:25:00 GMT+0000 (UTC),257,5,2,04,8
12268,Fri Mar 04 2016 09:20:00 GMT+0000 (UTC),272,5,2,04,8
12269,Fri Mar 04 2016 13:20:00 GMT+0000 (UTC),151,5,2,04,8
12270,Fri Mar 04 2016 13:45:00 GMT+0000 (UTC),281,5,2,04,8
12271,Fri Mar 04 2016 19:40:00 GMT+0000 (UTC),145,5,2,04,8
12272,Fri Mar 04 2016 20:20:00 GMT+0000 (UTC),145,5,2,04,8
12273,Sat Mar 05 2016 03:40:00 GMT+0000 (UTC),142,6,2,05,8
12274,Sat Mar 05 2016 05:20:00 GMT+0000 (UTC),161,6,2,05,8
12275,Sat Mar 05 2016 06:20:00 GMT+0000 (UTC),171,6,2,05,8
12276,Sat Mar 05 2016 11:05:00 GMT+0000 (UTC),232,6,2,05,8
12277,Sat Mar 05 2016 12:25:00 GMT+0000 (UTC),157,6,2,05,8
12278,Sat Mar 05 2016 14:20:00 GMT+0000 (UTC),206,6,2,05,8
12279,Sat Mar 05 2016 16:20:00 GMT+0000 (UTC),90,6,2,05,8
12280,Sat Mar 05 2016 21:40:00 GMT+0000 (UTC),67,6,2,05,8
12282,Sun Mar 06 2016 04:25:00 GMT+0000 (UTC),95,0,2,06,8
1057,Wed Mar 02 2016 19:25:00 GMT+0000 (UTC),326,3,2,02,8
12687,Wed Mar 02 2016 15:05:00 GMT+0000 (UTC),356,3,2,02,8
12689,Thu Mar 03 2016 02:00:00 GMT+0000 (UTC),326,4,2,03,8
12709,Sat Mar 05 2016 16:25:00 GMT+0000 (UTC),90,6,2,05,8
12710,Sat Mar 05 2016 18:20:00 GMT+0000 (UTC),153,6,2,05,8
12711,Sat Mar 05 2016 20:00:00 GMT+0000 (UTC),82,6,2,05,8
12712,Sun Mar 06 2016 10:20:00 GMT+0000 (UTC),352,0,2,06,8
12713,Sun Mar 06 2016 10:40:00 GMT+0000 (UTC),182,0,2,06,8
12714,Sun Mar 06 2016 12:40:00 GMT+0000 (UTC),116,0,2,06,8
12715,Sun Mar 06 2016 13:20:00 GMT+0000 (UTC),115,0,2,06,8
12716,Sun Mar 06 2016 15:05:00 GMT+0000 (UTC),123,0,2,06,8
6461,Sun Feb 28 2016 00:35:00 GMT+0000 (UTC),370,0,1,28,8
6462,Sun Feb 28 2016 05:00:00 GMT+0000 (UTC),370,0,1,28,8
6463,Sun Feb 28 2016 13:25:00 GMT+0000 (UTC),203,0,1,28,8
6464,Mon Feb 29 2016 01:40:00 GMT+0000 (UTC),365,1,1,29,8
6465,Mon Feb 29 2016 09:25:00 GMT+0000 (UTC),303,1,1,29,8
