,Time,AQI
,Mon Oct 24 2016 08:35:00 GMT+0000 (UTC),151
,Mon Oct 24 2016 11:35:00 GMT+0000 (UTC),163
,Thu Oct 27 2016 20:05:00 GMT+0000 (UTC),519
,Fri Dec 23 2016 02:20:00 GMT+0000 (UTC),704
,Mon Oct 03 2016 17:30:00 GMT+0000 (UTC),147
,Sun Oct 23 2016 14:00:00 GMT+0000 (UTC),323
,Sat Nov 19 2016 10:40:00 GMT+0000 (UTC),339
,Wed Oct 26 2016 03:10:00 GMT+0000 (UTC),418
,Sat Nov 12 2016 22:30:00 GMT+0000 (UTC),364
,Tue Dec 27 2016 06:20:00 GMT+0000 (UTC),362
,Wed Dec 28 2016 11:50:00 GMT+0000 (UTC),570
,Sat Nov 26 2016 11:50:00 GMT+0000 (UTC),191
,Sat Nov 26 2016 06:20:00 GMT+0000 (UTC),137
,Wed Nov 23 2016 10:10:00 GMT+0000 (UTC),349
,Wed Oct 26 2016 17:30:00 GMT+0000 (UTC),308
,Tue Oct 25 2016 10:00:00 GMT+0000 (UTC),137
,Sat Nov 19 2016 17:10:00 GMT+0000 (UTC),209
,Sat Oct 01 2016 06:30:00 GMT+0000 (UTC),247
,Sat Oct 29 2016 12:00:00 GMT+0000 (UTC),323
,Tue Oct 04 2016 09:00:00 GMT+0000 (UTC),362
,Mon Dec 19 2016 10:20:00 GMT+0000 (UTC),465
,Tue Dec 20 2016 09:50:00 GMT+0000 (UTC),419
,Tue Oct 04 2016 07:30:00 GMT+0000 (UTC),419
,Thu Nov 17 2016 13:10:00 GMT+0000 (UTC),254
,Fri Dec 30 2016 02:20:00 GMT+0000 (UTC),383
,Sat Oct 29 2016 13:00:00 GMT+0000 (UTC),360
,Sun Oct 23 2016 16:00:00 GMT+0000 (UTC),203
,Thu Oct 06 2016 06:30:00 GMT+0000 (UTC),316
,Mon Oct 03 2016 01:30:00 GMT+0000 (UTC),297
,Wed Dec 14 2016 13:20:00 GMT+0000 (UTC),318
,Sat Oct 08 2016 22:40:00 GMT+0000 (UTC),200
,Sat Oct 08 2016 19:50:00 GMT+0000 (UTC),158
,Sat Nov 05 2016 07:30:00 GMT+0000 (UTC),500
,Thu Oct 13 2016 02:00:00 GMT+0000 (UTC),283
,Tue Nov 22 2016 23:10:00 GMT+0000 (UTC),329
,Sun Nov 27 2016 19:20:00 GMT+0000 (UTC),239
,Sat Oct 29 2016 06:00:00 GMT+0000 (UTC),406
,Wed Oct 19 2016 05:00:00 GMT+0000 (UTC),183
,Thu Oct 06 2016 10:30:00 GMT+0000 (UTC),153
,Tue Dec 27 2016 11:50:00 GMT+0000 (UTC),414
,Tue Dec 27 2016 10:20:00 GMT+0000 (UTC),426
,Sat Oct 29 2016 15:30:00 GMT+0000 (UTC),345
,Sat Oct 29 2016 06:40:00 GMT+0000 (UTC),406
,Tue Dec 06 2016 22:20:00 GMT+0000 (UTC),500
,Mon Dec 26 2016 05:50:00 GMT+0000 (UTC),179
,Sun Dec 18 2016 20:50:00 GMT+0000 (UTC),406
,Fri Dec 30 2016 22:50:00 GMT+0000 (UTC),421
,Sun Oct 23 2016 11:00:00 GMT+0000 (UTC),325
,Fri Oct 07 2016 16:00:00 GMT+0000 (UTC),137
,Wed Oct 19 2016 19:00:00 GMT+0000 (UTC),179
,Thu Nov 24 2016 15:50:00 GMT+0000 (UTC),170
,Mon Nov 21 2016 11:40:00 GMT+0000 (UTC),389
,Sat Dec 24 2016 23:05:00 GMT+0000 (UTC),419
,Wed Nov 09 2016 18:30:00 GMT+0000 (UTC),336
,Sun Oct 16 2016 22:30:00 GMT+0000 (UTC),308
,Wed Dec 14 2016 04:20:00 GMT+0000 (UTC),344
,Mon Oct 24 2016 10:00:00 GMT+0000 (UTC),310
,Fri Dec 09 2016 07:20:00 GMT+0000 (UTC),358
,Sun Dec 11 2016 02:20:00 GMT+0000 (UTC),344
,Sat Dec 17 2016 08:20:00 GMT+0000 (UTC),393
,Mon Oct 24 2016 21:30:00 GMT+0000 (UTC),183
,Mon Oct 31 2016 22:30:00 GMT+0000 (UTC),500
,Sat Nov 19 2016 08:10:00 GMT+0000 (UTC),323
,Tue Dec 06 2016 16:20:00 GMT+0000 (UTC),500
,Sun Dec 18 2016 06:50:00 GMT+0000 (UTC),383
,Thu May 19 2016 19:30:00 GMT+0000 (UTC),303
,Fri May 20 2016 01:30:00 GMT+0000 (UTC),273
,Fri May 20 2016 11:00:00 GMT+0000 (UTC),174
,Fri May 20 2016 22:00:00 GMT+0000 (UTC),171
,Sat May 21 2016 05:30:00 GMT+0000 (UTC),330
,Sat May 21 2016 17:30:00 GMT+0000 (UTC),149
,Sat May 21 2016 19:30:00 GMT+0000 (UTC),200
,Sun May 22 2016 17:30:00 GMT+0000 (UTC),307
,Mon May 23 2016 03:25:00 GMT+0000 (UTC),267
,Tue May 24 2016 07:30:00 GMT+0000 (UTC),90
,Tue May 24 2016 12:30:00 GMT+0000 (UTC),200
,Tue May 24 2016 15:30:00 GMT+0000 (UTC),183
,Wed May 25 2016 14:00:00 GMT+0000 (UTC),153
,Thu May 26 2016 00:00:00 GMT+0000 (UTC),114
,Thu May 26 2016 04:35:00 GMT+0000 (UTC),335
,Fri May 27 2016 02:00:00 GMT+0000 (UTC),755
,Fri May 27 2016 14:30:00 GMT+0000 (UTC),544
,Fri May 27 2016 23:00:00 GMT+0000 (UTC),429
,Sat May 28 2016 11:30:00 GMT+0000 (UTC),360
,Mon May 30 2016 04:25:00 GMT+0000 (UTC),143
,Mon May 30 2016 22:00:00 GMT+0000 (UTC),180
,Tue May 31 2016 05:00:00 GMT+0000 (UTC),163
,Tue May 31 2016 16:30:00 GMT+0000 (UTC),144
,Tue May 31 2016 22:00:00 GMT+0000 (UTC),110
,Wed Jun 01 2016 00:00:00 GMT+0000 (UTC),84
,Wed Jun 01 2016 00:20:00 GMT+0000 (UTC),84
,Sun Jun 05 2016 13:00:00 GMT+0000 (UTC),187
,Sun Jun 05 2016 14:30:00 GMT+0000 (UTC),200
,Sun Jun 05 2016 21:30:00 GMT+0000 (UTC),130
,Mon Jun 06 2016 09:00:00 GMT+0000 (UTC),553
,Mon Jun 06 2016 18:30:00 GMT+0000 (UTC),130
,Tue Jun 07 2016 06:00:00 GMT+0000 (UTC),243
,Tue Jun 07 2016 19:25:00 GMT+0000 (UTC),130
,Tue Jun 07 2016 21:30:00 GMT+0000 (UTC),81
,Tue Jun 07 2016 22:30:00 GMT+0000 (UTC),95
,Wed Jun 08 2016 04:30:00 GMT+0000 (UTC),314
,Wed Jun 08 2016 10:55:00 GMT+0000 (UTC),233
,Wed Jun 08 2016 13:00:00 GMT+0000 (UTC),250
,Thu Jun 09 2016 00:00:00 GMT+0000 (UTC),92
,Thu Jun 09 2016 02:25:00 GMT+0000 (UTC),157
,Thu Jun 09 2016 10:05:00 GMT+0000 (UTC),157
,Fri Jun 10 2016 02:35:00 GMT+0000 (UTC),303
,Sun Jun 12 2016 07:30:00 GMT+0000 (UTC),259
,Sun Jun 12 2016 13:05:00 GMT+0000 (UTC),307
,Sun Jun 12 2016 18:30:00 GMT+0000 (UTC),72
,Sun Jun 12 2016 22:05:00 GMT+0000 (UTC),263
,Mon Jun 13 2016 04:05:00 GMT+0000 (UTC),312
,Mon Jun 13 2016 05:05:00 GMT+0000 (UTC),302
,Mon Jun 13 2016 10:00:00 GMT+0000 (UTC),500
,Mon Jun 13 2016 15:30:00 GMT+0000 (UTC),131
,Mon Jun 13 2016 19:00:00 GMT+0000 (UTC),72
,Mon Jun 13 2016 20:30:00 GMT+0000 (UTC),85
,Tue Jun 14 2016 02:55:00 GMT+0000 (UTC),85
,Tue Jun 14 2016 13:00:00 GMT+0000 (UTC),300
,Tue Jun 14 2016 13:30:00 GMT+0000 (UTC),301
,Tue Jun 14 2016 16:25:00 GMT+0000 (UTC),302
,Tue Jun 14 2016 17:05:00 GMT+0000 (UTC),313
,Tue Jun 14 2016 19:35:00 GMT+0000 (UTC),425
,Wed Jun 15 2016 04:30:00 GMT+0000 (UTC),453
,Wed Jun 15 2016 13:30:00 GMT+0000 (UTC),294
,Thu Jun 16 2016 10:00:00 GMT+0000 (UTC),86
,Thu Jun 16 2016 17:30:00 GMT+0000 (UTC),127
,Thu Jun 16 2016 22:30:00 GMT+0000 (UTC),112
,Mon Jun 20 2016 00:30:00 GMT+0000 (UTC),105
,Mon Jun 20 2016 05:20:00 GMT+0000 (UTC),108
,Tue Jun 21 2016 13:00:00 GMT+0000 (UTC),69
,Tue Jun 21 2016 13:55:00 GMT+0000 (UTC),91
,Thu Jun 23 2016 09:55:00 GMT+0000 (UTC),108
,Sat Jun 25 2016 01:55:00 GMT+0000 (UTC),278
,Sat Jun 25 2016 10:30:00 GMT+0000 (UTC),150
,Tue Jun 28 2016 09:30:00 GMT+0000 (UTC),131
,Tue Jun 28 2016 20:30:00 GMT+0000 (UTC),160
,Wed Jun 29 2016 09:35:00 GMT+0000 (UTC),75
,Wed Jun 29 2016 14:25:00 GMT+0000 (UTC),120
,Wed Jun 29 2016 23:55:00 GMT+0000 (UTC),48
,Thu Jun 30 2016 00:30:00 GMT+0000 (UTC),127
,Thu Jun 30 2016 01:25:00 GMT+0000 (UTC),127
,Thu Jun 30 2016 15:30:00 GMT+0000 (UTC),101
,Fri Jul 01 2016 15:55:00 GMT+0000 (UTC),79
,Sat Jul 02 2016 06:50:00 GMT+0000 (UTC),125
,Sat Jul 02 2016 18:55:00 GMT+0000 (UTC),133
,Sun Jul 03 2016 09:00:00 GMT+0000 (UTC),97
,Sun Jul 03 2016 21:20:00 GMT+0000 (UTC),52
,Mon Jul 04 2016 14:25:00 GMT+0000 (UTC),100
,Mon Jul 04 2016 15:25:00 GMT+0000 (UTC),101
,Mon Jul 04 2016 18:25:00 GMT+0000 (UTC),177
,Mon Jul 04 2016 18:30:00 GMT+0000 (UTC),337
,Mon Jul 04 2016 22:50:00 GMT+0000 (UTC),57
,Mon Jul 04 2016 23:25:00 GMT+0000 (UTC),57
,Tue Jul 05 2016 09:50:00 GMT+0000 (UTC),102
,Tue Jul 05 2016 13:00:00 GMT+0000 (UTC),119
,Tue Jul 05 2016 19:00:00 GMT+0000 (UTC),337
,Wed Jul 06 2016 06:30:00 GMT+0000 (UTC),141
,Wed Jul 06 2016 16:00:00 GMT+0000 (UTC),73
,Wed Jul 06 2016 21:55:00 GMT+0000 (UTC),63
,Thu Jul 07 2016 05:30:00 GMT+0000 (UTC),62
,Fri Jul 08 2016 03:30:00 GMT+0000 (UTC),181
,Fri Jul 08 2016 06:30:00 GMT+0000 (UTC),124
,Fri Jul 08 2016 11:55:00 GMT+0000 (UTC),203
,Fri Jul 08 2016 14:30:00 GMT+0000 (UTC),115
,Sun Jul 10 2016 09:05:00 GMT+0000 (UTC),72
,Sun Jul 10 2016 11:35:00 GMT+0000 (UTC),137
,Sun Jul 10 2016 15:30:00 GMT+0000 (UTC),76
,Mon Jul 11 2016 16:30:00 GMT+0000 (UTC),92
,Mon Jul 11 2016 21:55:00 GMT+0000 (UTC),51
,Tue Jul 12 2016 08:30:00 GMT+0000 (UTC),159
,Tue Jul 12 2016 17:30:00 GMT+0000 (UTC),193
,Wed Jul 13 2016 06:25:00 GMT+0000 (UTC),66
,Wed Jul 20 2016 22:05:00 GMT+0000 (UTC),167
,Sun Jul 24 2016 21:10:00 GMT+0000 (UTC),213
,Wed Jul 27 2016 08:00:00 GMT+0000 (UTC),38
,Fri Jul 29 2016 17:00:00 GMT+0000 (UTC),90
,Sat Jul 30 2016 17:30:00 GMT+0000 (UTC),95
,Sun Jul 31 2016 18:40:00 GMT+0000 (UTC),69
,Sun Jul 31 2016 22:10:00 GMT+0000 (UTC),41
,Mon Aug 01 2016 21:40:00 GMT+0000 (UTC),44
,Tue Aug 02 2016 08:40:00 GMT+0000 (UTC),74
,Wed Aug 03 2016 03:40:00 GMT+0000 (UTC),63
,Wed Aug 03 2016 19:00:00 GMT+0000 (UTC),113
,Fri Aug 05 2016 21:40:00 GMT+0000 (UTC),65
,Sat Aug 06 2016 09:10:00 GMT+0000 (UTC),64
,Sun Aug 07 2016 02:10:00 GMT+0000 (UTC),131
,Mon Aug 08 2016 23:10:00 GMT+0000 (UTC),80
,Tue Aug 09 2016 01:00:00 GMT+0000 (UTC),80
,Thu Aug 11 2016 08:15:00 GMT+0000 (UTC),57
,Thu Aug 11 2016 18:15:00 GMT+0000 (UTC),117
,Fri Aug 12 2016 20:35:00 GMT+0000 (UTC),90
,Fri Aug 12 2016 23:35:00 GMT+0000 (UTC),130
,Sat Aug 13 2016 08:45:00 GMT+0000 (UTC),70
,Sat Aug 13 2016 21:45:00 GMT+0000 (UTC),72
,Sun Aug 14 2016 19:15:00 GMT+0000 (UTC),103
,Mon Aug 15 2016 18:15:00 GMT+0000 (UTC),137
,Mon Aug 15 2016 19:35:00 GMT+0000 (UTC),98
,Mon Aug 15 2016 20:15:00 GMT+0000 (UTC),98
,Tue Aug 16 2016 01:15:00 GMT+0000 (UTC),83
,Wed Aug 17 2016 09:35:00 GMT+0000 (UTC),267
,Wed Aug 17 2016 14:00:00 GMT+0000 (UTC),170
,Thu Aug 18 2016 03:00:00 GMT+0000 (UTC),153
,Thu Aug 18 2016 10:35:00 GMT+0000 (UTC),139
,Thu Aug 18 2016 13:35:00 GMT+0000 (UTC),111
,Fri Aug 19 2016 07:05:00 GMT+0000 (UTC),120
,Fri Aug 19 2016 23:00:00 GMT+0000 (UTC),60
,Sat Aug 20 2016 17:05:00 GMT+0000 (UTC),123
,Sun Aug 21 2016 02:35:00 GMT+0000 (UTC),45
,Tue Aug 23 2016 00:35:00 GMT+0000 (UTC),68
,Tue Aug 23 2016 11:35:00 GMT+0000 (UTC),93
,Tue Aug 23 2016 23:05:00 GMT+0000 (UTC),52
,Wed Aug 24 2016 00:00:00 GMT+0000 (UTC),47
,Mon Aug 29 2016 06:00:00 GMT+0000 (UTC),118
,Mon Aug 29 2016 12:00:00 GMT+0000 (UTC),70
,Tue Aug 30 2016 01:00:00 GMT+0000 (UTC),101
,Tue Aug 30 2016 07:00:00 GMT+0000 (UTC),67
,Sun Nov 27 2016 02:20:00 GMT+0000 (UTC),357
,Thu Oct 13 2016 00:00:00 GMT+0000 (UTC),308
,Fri Nov 25 2016 20:50:00 GMT+0000 (UTC),250
,Wed Dec 07 2016 17:20:00 GMT+0000 (UTC),217
,Thu Dec 29 2016 19:20:00 GMT+0000 (UTC),424
,Tue Oct 18 2016 07:30:00 GMT+0000 (UTC),283
,Fri Dec 16 2016 04:45:00 GMT+0000 (UTC),500
,Wed Dec 07 2016 22:35:00 GMT+0000 (UTC),500
,Thu Oct 13 2016 06:30:00 GMT+0000 (UTC),147
,Sun Nov 27 2016 09:20:00 GMT+0000 (UTC),356
,Fri Nov 11 2016 07:00:00 GMT+0000 (UTC),500
,Fri Oct 28 2016 11:00:00 GMT+0000 (UTC),440
,Thu Oct 13 2016 06:00:00 GMT+0000 (UTC),147
,Thu Nov 10 2016 07:00:00 GMT+0000 (UTC),398
,Wed Oct 26 2016 20:00:00 GMT+0000 (UTC),429
,Thu Oct 27 2016 18:00:00 GMT+0000 (UTC),356
,Fri Nov 18 2016 04:00:00 GMT+0000 (UTC),401
,Mon Nov 07 2016 01:30:00 GMT+0000 (UTC),500
,Sun Dec 18 2016 11:50:00 GMT+0000 (UTC),422
,Sun Dec 18 2016 03:50:00 GMT+0000 (UTC),342
,Wed Dec 07 2016 11:20:00 GMT+0000 (UTC),500
,Sun Nov 06 2016 15:00:00 GMT+0000 (UTC),158
,Fri Oct 07 2016 01:00:00 GMT+0000 (UTC),200
,Mon Oct 03 2016 13:00:00 GMT+0000 (UTC),84
,Sun Oct 30 2016 08:00:00 GMT+0000 (UTC),500
,Wed Dec 07 2016 09:50:00 GMT+0000 (UTC),500
,Wed Dec 07 2016 09:20:00 GMT+0000 (UTC),500
,Thu Dec 08 2016 17:20:00 GMT+0000 (UTC),309
,Sun Nov 20 2016 09:10:00 GMT+0000 (UTC),320
,Wed Dec 07 2016 10:20:00 GMT+0000 (UTC),500
,Fri Dec 23 2016 07:20:00 GMT+0000 (UTC),484
,Mon Dec 05 2016 02:25:00 GMT+0000 (UTC),310
,Mon Dec 05 2016 08:00:00 GMT+0000 (UTC),213
,Mon Dec 05 2016 13:55:00 GMT+0000 (UTC),470
,Mon Dec 05 2016 15:55:00 GMT+0000 (UTC),435
,Wed Dec 07 2016 10:55:00 GMT+0000 (UTC),352
,Wed Dec 07 2016 16:25:00 GMT+0000 (UTC),540
,Wed Dec 07 2016 17:05:00 GMT+0000 (UTC),401
,Thu Dec 08 2016 06:55:00 GMT+0000 (UTC),380
,Thu Dec 08 2016 08:55:00 GMT+0000 (UTC),489
,Thu Dec 08 2016 10:25:00 GMT+0000 (UTC),385
,Thu Dec 08 2016 16:55:00 GMT+0000 (UTC),458
,Fri Dec 09 2016 03:25:00 GMT+0000 (UTC),481
,Fri Dec 09 2016 09:25:00 GMT+0000 (UTC),613
,Thu Oct 13 2016 10:00:00 GMT+0000 (UTC),153
,Thu Dec 22 2016 17:50:00 GMT+0000 (UTC),163
,Sun Oct 23 2016 19:55:00 GMT+0000 (UTC),318
,Thu Oct 06 2016 16:30:00 GMT+0000 (UTC),173
,Sat Nov 26 2016 16:50:00 GMT+0000 (UTC),163
,Sun Nov 13 2016 16:30:00 GMT+0000 (UTC),129
,Mon Dec 19 2016 19:50:00 GMT+0000 (UTC),376
,Mon Oct 03 2016 23:00:00 GMT+0000 (UTC),443
,Sun Nov 27 2016 00:50:00 GMT+0000 (UTC),318
,Fri Dec 23 2016 16:50:00 GMT+0000 (UTC),432
,Fri Dec 09 2016 00:50:00 GMT+0000 (UTC),397
,Sat Nov 26 2016 06:50:00 GMT+0000 (UTC),137
,Sun Oct 16 2016 07:00:00 GMT+0000 (UTC),60
,Sun Oct 02 2016 14:30:00 GMT+0000 (UTC),90
,Fri Oct 14 2016 23:30:00 GMT+0000 (UTC),318
,Wed Dec 28 2016 07:20:00 GMT+0000 (UTC),453
,Mon Dec 05 2016 21:50:00 GMT+0000 (UTC),494
,Mon Dec 05 2016 21:20:00 GMT+0000 (UTC),494
,Fri Dec 23 2016 10:20:00 GMT+0000 (UTC),910
,Fri Dec 16 2016 02:50:00 GMT+0000 (UTC),500
,Tue Dec 06 2016 08:50:00 GMT+0000 (UTC),402
,Thu May 19 2016 15:35:00 GMT+0000 (UTC),522
,Thu May 19 2016 22:35:00 GMT+0000 (UTC),160
,Fri May 20 2016 12:30:00 GMT+0000 (UTC),161
,Sat May 21 2016 09:00:00 GMT+0000 (UTC),310
,Sat May 21 2016 16:30:00 GMT+0000 (UTC),185
,Sun May 22 2016 08:30:00 GMT+0000 (UTC),343
,Sun May 22 2016 10:30:00 GMT+0000 (UTC),329
,Sun May 22 2016 11:30:00 GMT+0000 (UTC),370
,Sun May 22 2016 13:00:00 GMT+0000 (UTC),324
,Mon May 23 2016 11:30:00 GMT+0000 (UTC),466
,Mon May 23 2016 18:00:00 GMT+0000 (UTC),90
,Mon May 23 2016 23:00:00 GMT+0000 (UTC),83
,Tue May 24 2016 00:30:00 GMT+0000 (UTC),103
,Tue May 24 2016 18:00:00 GMT+0000 (UTC),330
,Wed May 25 2016 00:00:00 GMT+0000 (UTC),293
,Wed May 25 2016 07:30:00 GMT+0000 (UTC),252
,Wed May 25 2016 08:45:00 GMT+0000 (UTC),443
,Wed May 25 2016 21:05:00 GMT+0000 (UTC),223
,Thu May 26 2016 19:05:00 GMT+0000 (UTC),616
,Thu May 26 2016 21:00:00 GMT+0000 (UTC),581
,Fri May 27 2016 05:00:00 GMT+0000 (UTC),755
,Fri May 27 2016 19:25:00 GMT+0000 (UTC),348
,Sat May 28 2016 07:00:00 GMT+0000 (UTC),384
,Sat May 28 2016 08:00:00 GMT+0000 (UTC),253
,Sat May 28 2016 09:30:00 GMT+0000 (UTC),356
,Mon May 30 2016 06:00:00 GMT+0000 (UTC),85
,Mon May 30 2016 07:30:00 GMT+0000 (UTC),122
,Mon May 30 2016 08:00:00 GMT+0000 (UTC),122
,Mon May 30 2016 17:30:00 GMT+0000 (UTC),300
,Mon May 30 2016 21:00:00 GMT+0000 (UTC),213
,Tue May 31 2016 05:50:00 GMT+0000 (UTC),161
,Tue May 31 2016 07:00:00 GMT+0000 (UTC),158
,Tue May 31 2016 18:30:00 GMT+0000 (UTC),144
,Wed Jun 01 2016 22:00:00 GMT+0000 (UTC),193
,Wed Jun 01 2016 23:30:00 GMT+0000 (UTC),117
,Thu Jun 02 2016 00:30:00 GMT+0000 (UTC),145
,Thu Jun 02 2016 06:30:00 GMT+0000 (UTC),304
,Thu Jun 02 2016 10:00:00 GMT+0000 (UTC),266
,Sun Jun 05 2016 13:30:00 GMT+0000 (UTC),210
,Sun Jun 05 2016 14:00:00 GMT+0000 (UTC),210
,Sun Jun 05 2016 15:30:00 GMT+0000 (UTC),190
,Mon Jun 06 2016 04:30:00 GMT+0000 (UTC),197
,Mon Jun 06 2016 11:25:00 GMT+0000 (UTC),191
,Mon Jun 06 2016 15:25:00 GMT+0000 (UTC),213
,Tue Jun 07 2016 06:30:00 GMT+0000 (UTC),227
,Tue Jun 07 2016 16:00:00 GMT+0000 (UTC),372
,Wed Jun 08 2016 05:15:00 GMT+0000 (UTC),314
,Wed Jun 08 2016 12:25:00 GMT+0000 (UTC),250
,Wed Jun 08 2016 14:30:00 GMT+0000 (UTC),175
,Thu Jun 09 2016 05:00:00 GMT+0000 (UTC),171
,Thu Jun 09 2016 11:05:00 GMT+0000 (UTC),203
,Fri Jun 10 2016 15:05:00 GMT+0000 (UTC),260
,Fri Jun 10 2016 15:55:00 GMT+0000 (UTC),203
,Sat Jun 11 2016 23:05:00 GMT+0000 (UTC),105
,Sun Jun 12 2016 03:00:00 GMT+0000 (UTC),137
,Sun Jun 12 2016 08:25:00 GMT+0000 (UTC),294
,Sun Jun 12 2016 17:35:00 GMT+0000 (UTC),312
,Sun Jun 12 2016 23:55:00 GMT+0000 (UTC),185
,Mon Jun 13 2016 08:50:00 GMT+0000 (UTC),523
,Mon Jun 13 2016 11:25:00 GMT+0000 (UTC),508
,Mon Jun 13 2016 20:00:00 GMT+0000 (UTC),137
,Mon Jun 13 2016 23:30:00 GMT+0000 (UTC),52
,Tue Jun 14 2016 07:30:00 GMT+0000 (UTC),186
,Tue Jun 14 2016 15:05:00 GMT+0000 (UTC),278
,Tue Jun 14 2016 17:35:00 GMT+0000 (UTC),325
,Wed Jun 15 2016 09:50:00 GMT+0000 (UTC),346
,Wed Jun 15 2016 18:05:00 GMT+0000 (UTC),253
,Wed Jun 15 2016 23:00:00 GMT+0000 (UTC),190
,Thu Jun 16 2016 03:05:00 GMT+0000 (UTC),130
,Thu Jun 16 2016 08:25:00 GMT+0000 (UTC),52
,Thu Jun 16 2016 10:50:00 GMT+0000 (UTC),101
,Thu Jun 16 2016 14:20:00 GMT+0000 (UTC),120
,Fri Jun 17 2016 06:30:00 GMT+0000 (UTC),63
,Fri Jun 17 2016 08:30:00 GMT+0000 (UTC),131
,Sat Jun 18 2016 00:00:00 GMT+0000 (UTC),92
,Sat Jun 18 2016 21:55:00 GMT+0000 (UTC),97
,Sun Jun 19 2016 00:30:00 GMT+0000 (UTC),115
,Sun Jun 19 2016 10:30:00 GMT+0000 (UTC),200
,Sun Jun 19 2016 15:25:00 GMT+0000 (UTC),102
,Sun Jun 19 2016 23:30:00 GMT+0000 (UTC),66
,Mon Jun 20 2016 03:50:00 GMT+0000 (UTC),131
,Mon Jun 20 2016 04:30:00 GMT+0000 (UTC),108
,Wed Jun 22 2016 07:35:00 GMT+0000 (UTC),78
,Fri Jun 24 2016 15:00:00 GMT+0000 (UTC),318
,Fri Jun 24 2016 15:30:00 GMT+0000 (UTC),364
,Fri Jun 24 2016 17:30:00 GMT+0000 (UTC),405
,Sat Jun 25 2016 03:00:00 GMT+0000 (UTC),207
,Sat Jun 25 2016 05:30:00 GMT+0000 (UTC),153
,Wed Jun 29 2016 01:00:00 GMT+0000 (UTC),56
,Wed Jun 29 2016 06:55:00 GMT+0000 (UTC),74
,Wed Jun 29 2016 20:30:00 GMT+0000 (UTC),114
,Thu Jun 30 2016 04:30:00 GMT+0000 (UTC),140
,Fri Jul 01 2016 00:30:00 GMT+0000 (UTC),78
,Sat Jul 02 2016 03:25:00 GMT+0000 (UTC),70
,Sun Jul 03 2016 05:30:00 GMT+0000 (UTC),86
,Sun Jul 03 2016 06:30:00 GMT+0000 (UTC),75
,Sun Jul 03 2016 10:00:00 GMT+0000 (UTC),116
,Sun Jul 03 2016 17:55:00 GMT+0000 (UTC),223
,Sun Jul 03 2016 20:20:00 GMT+0000 (UTC),52
,Mon Jul 04 2016 12:55:00 GMT+0000 (UTC),167
,Tue Jul 05 2016 11:50:00 GMT+0000 (UTC),157
,Tue Jul 05 2016 16:00:00 GMT+0000 (UTC),160
,Tue Jul 05 2016 22:05:00 GMT+0000 (UTC),147
,Wed Jul 06 2016 02:35:00 GMT+0000 (UTC),99
,Wed Jul 06 2016 03:35:00 GMT+0000 (UTC),183
,Wed Jul 06 2016 08:25:00 GMT+0000 (UTC),179
,Thu Jul 07 2016 12:30:00 GMT+0000 (UTC),100
,Thu Jul 07 2016 16:30:00 GMT+0000 (UTC),166
,Fri Jul 08 2016 02:30:00 GMT+0000 (UTC),163
,Fri Jul 08 2016 15:30:00 GMT+0000 (UTC),109
,Sat Jul 09 2016 00:05:00 GMT+0000 (UTC),80
,Sat Jul 09 2016 03:30:00 GMT+0000 (UTC),68
,Mon Jul 11 2016 15:00:00 GMT+0000 (UTC),58
,Mon Jul 11 2016 22:30:00 GMT+0000 (UTC),50
,Tue Jul 12 2016 00:30:00 GMT+0000 (UTC),89
,Tue Jul 12 2016 03:00:00 GMT+0000 (UTC),112
,Tue Jul 12 2016 15:00:00 GMT+0000 (UTC),81
,Sat Jul 16 2016 10:25:00 GMT+0000 (UTC),69
,Thu Jul 21 2016 10:55:00 GMT+0000 (UTC),167
,Fri Jul 22 2016 09:25:00 GMT+0000 (UTC),117
,Tue Jul 26 2016 07:50:00 GMT+0000 (UTC),108
,Tue Jul 26 2016 22:10:00 GMT+0000 (UTC),66
,Thu Jul 28 2016 17:20:00 GMT+0000 (UTC),105
,Thu Jul 28 2016 20:00:00 GMT+0000 (UTC),98
,Fri Jul 29 2016 07:55:00 GMT+0000 (UTC),92
,Sat Jul 30 2016 06:25:00 GMT+0000 (UTC),64
,Sun Jul 31 2016 09:10:00 GMT+0000 (UTC),112
,Mon Aug 01 2016 21:10:00 GMT+0000 (UTC),53
,Tue Aug 02 2016 15:00:00 GMT+0000 (UTC),342
,Wed Aug 03 2016 13:40:00 GMT+0000 (UTC),116
,Wed Aug 03 2016 17:40:00 GMT+0000 (UTC),178
,Wed Aug 03 2016 22:00:00 GMT+0000 (UTC),101
,Thu Aug 04 2016 14:10:00 GMT+0000 (UTC),154
,Thu Aug 04 2016 17:40:00 GMT+0000 (UTC),121
,Thu Aug 04 2016 23:00:00 GMT+0000 (UTC),62
,Fri Aug 05 2016 15:40:00 GMT+0000 (UTC),105
,Sat Aug 06 2016 13:10:00 GMT+0000 (UTC),126
,Sat Aug 06 2016 16:10:00 GMT+0000 (UTC),238
,Sun Aug 07 2016 04:10:00 GMT+0000 (UTC),62
,Sun Aug 07 2016 05:30:00 GMT+0000 (UTC),62
,Sun Aug 07 2016 08:30:00 GMT+0000 (UTC),62
,Sun Aug 07 2016 17:10:00 GMT+0000 (UTC),107
,Mon Aug 08 2016 15:10:00 GMT+0000 (UTC),58
,Tue Aug 09 2016 07:00:00 GMT+0000 (UTC),80
,Tue Aug 09 2016 21:45:00 GMT+0000 (UTC),52
