,Time,AQI
,Fri Nov 04 2016 18:30:00 GMT+0000 (UTC),500
,Mon Oct 24 2016 08:00:00 GMT+0000 (UTC),332
,Tue Dec 13 2016 22:15:00 GMT+0000 (UTC),371
,Fri Dec 30 2016 03:20:00 GMT+0000 (UTC),367
,Sun Dec 18 2016 14:20:00 GMT+0000 (UTC),338
,Sun Nov 06 2016 23:00:00 GMT+0000 (UTC),28
,Fri Oct 14 2016 17:00:00 GMT+0000 (UTC),126
,Thu Oct 27 2016 10:00:00 GMT+0000 (UTC),486
,Sun Oct 02 2016 19:30:00 GMT+0000 (UTC),128
,Tue Oct 11 2016 23:00:00 GMT+0000 (UTC),305
,Sat Nov 12 2016 12:30:00 GMT+0000 (UTC),332
,Fri May 20 2016 03:30:00 GMT+0000 (UTC),243
,Fri May 20 2016 12:00:00 GMT+0000 (UTC),193
,Fri May 20 2016 14:00:00 GMT+0000 (UTC),257
,Fri May 20 2016 16:00:00 GMT+0000 (UTC),423
,Fri May 20 2016 18:30:00 GMT+0000 (UTC),135
,Fri May 20 2016 20:05:00 GMT+0000 (UTC),200
,Sat May 21 2016 01:30:00 GMT+0000 (UTC),394
,Sat May 21 2016 07:00:00 GMT+0000 (UTC),321
,Sat May 21 2016 10:00:00 GMT+0000 (UTC),350
,Sun May 22 2016 07:30:00 GMT+0000 (UTC),273
,Sun May 22 2016 09:00:00 GMT+0000 (UTC),343
,Sun May 22 2016 18:30:00 GMT+0000 (UTC),90
,Mon May 23 2016 01:05:00 GMT+0000 (UTC),189
,Mon May 23 2016 07:55:00 GMT+0000 (UTC),190
,Mon May 23 2016 21:55:00 GMT+0000 (UTC),101
,Tue May 24 2016 05:00:00 GMT+0000 (UTC),152
,Tue May 24 2016 19:35:00 GMT+0000 (UTC),320
,Wed May 25 2016 02:00:00 GMT+0000 (UTC),302
,Wed May 25 2016 10:30:00 GMT+0000 (UTC),554
,Wed May 25 2016 11:30:00 GMT+0000 (UTC),523
,Wed May 25 2016 15:00:00 GMT+0000 (UTC),270
,Wed May 25 2016 18:30:00 GMT+0000 (UTC),616
,Thu May 26 2016 03:00:00 GMT+0000 (UTC),263
,Thu May 26 2016 09:30:00 GMT+0000 (UTC),866
,Thu May 26 2016 15:55:00 GMT+0000 (UTC),575
,Thu May 26 2016 23:30:00 GMT+0000 (UTC),929
,Mon May 30 2016 09:05:00 GMT+0000 (UTC),122
,Mon May 30 2016 23:50:00 GMT+0000 (UTC),147
,Tue May 31 2016 17:00:00 GMT+0000 (UTC),144
,Wed Jun 01 2016 05:00:00 GMT+0000 (UTC),270
,Thu Jun 02 2016 09:30:00 GMT+0000 (UTC),300
,Mon Jun 06 2016 07:55:00 GMT+0000 (UTC),164
,Mon Jun 06 2016 08:30:00 GMT+0000 (UTC),553
,Mon Jun 06 2016 19:30:00 GMT+0000 (UTC),190
,Wed Jun 08 2016 07:35:00 GMT+0000 (UTC),145
,Thu Jun 09 2016 08:55:00 GMT+0000 (UTC),175
,Thu Jun 09 2016 14:35:00 GMT+0000 (UTC),207
,Fri Jun 10 2016 03:35:00 GMT+0000 (UTC),293
,Fri Jun 10 2016 08:35:00 GMT+0000 (UTC),314
,Sat Jun 11 2016 04:35:00 GMT+0000 (UTC),177
,Sat Jun 11 2016 11:35:00 GMT+0000 (UTC),257
,Sat Jun 11 2016 23:30:00 GMT+0000 (UTC),89
,Sun Jun 12 2016 01:00:00 GMT+0000 (UTC),48
,Sun Jun 12 2016 02:30:00 GMT+0000 (UTC),137
,Mon Jun 13 2016 08:30:00 GMT+0000 (UTC),523
,Mon Jun 13 2016 17:30:00 GMT+0000 (UTC),105
,Tue Jun 14 2016 11:30:00 GMT+0000 (UTC),313
,Tue Jun 14 2016 15:35:00 GMT+0000 (UTC),302
,Tue Jun 14 2016 16:05:00 GMT+0000 (UTC),302
,Tue Jun 14 2016 18:25:00 GMT+0000 (UTC),325
,Wed Jun 15 2016 20:30:00 GMT+0000 (UTC),177
,Wed Jun 15 2016 22:00:00 GMT+0000 (UTC),197
,Thu Jun 16 2016 00:30:00 GMT+0000 (UTC),167
,Thu Jun 16 2016 12:30:00 GMT+0000 (UTC),137
,Thu Jun 16 2016 12:55:00 GMT+0000 (UTC),137
,Thu Jun 16 2016 14:50:00 GMT+0000 (UTC),135
,Fri Jun 17 2016 11:00:00 GMT+0000 (UTC),223
,Sun Jun 19 2016 04:00:00 GMT+0000 (UTC),95
,Sun Jun 19 2016 08:30:00 GMT+0000 (UTC),97
,Mon Jun 20 2016 17:30:00 GMT+0000 (UTC),101
,Mon Jun 20 2016 20:55:00 GMT+0000 (UTC),62
,Tue Jun 21 2016 11:30:00 GMT+0000 (UTC),85
,Fri Jun 24 2016 16:00:00 GMT+0000 (UTC),364
,Fri Jun 24 2016 17:00:00 GMT+0000 (UTC),430
,Sat Jun 25 2016 02:30:00 GMT+0000 (UTC),207
,Tue Jun 28 2016 21:25:00 GMT+0000 (UTC),160
,Wed Jun 29 2016 02:00:00 GMT+0000 (UTC),78
,Wed Jun 29 2016 14:00:00 GMT+0000 (UTC),111
,Wed Jun 29 2016 19:05:00 GMT+0000 (UTC),193
,Thu Jun 30 2016 03:30:00 GMT+0000 (UTC),119
,Thu Jun 30 2016 13:05:00 GMT+0000 (UTC),86
,Fri Jul 01 2016 00:55:00 GMT+0000 (UTC),78
,Fri Jul 01 2016 04:25:00 GMT+0000 (UTC),100
,Fri Jul 01 2016 10:00:00 GMT+0000 (UTC),135
,Sat Jul 02 2016 11:20:00 GMT+0000 (UTC),100
,Sat Jul 02 2016 13:00:00 GMT+0000 (UTC),100
,Sat Jul 02 2016 13:55:00 GMT+0000 (UTC),117
,Sat Jul 02 2016 16:55:00 GMT+0000 (UTC),119
,Sun Jul 03 2016 10:30:00 GMT+0000 (UTC),131
,Sun Jul 03 2016 23:20:00 GMT+0000 (UTC),63
,Mon Jul 04 2016 13:55:00 GMT+0000 (UTC),100
,Mon Jul 04 2016 16:20:00 GMT+0000 (UTC),109
,Mon Jul 04 2016 17:50:00 GMT+0000 (UTC),177
,Tue Jul 05 2016 03:25:00 GMT+0000 (UTC),250
,Tue Jul 05 2016 07:25:00 GMT+0000 (UTC),82
,Tue Jul 05 2016 10:25:00 GMT+0000 (UTC),102
,Tue Jul 05 2016 15:05:00 GMT+0000 (UTC),147
,Wed Jul 06 2016 01:35:00 GMT+0000 (UTC),129
,Wed Jul 06 2016 18:30:00 GMT+0000 (UTC),148
,Wed Jul 06 2016 21:30:00 GMT+0000 (UTC),63
,Thu Jul 07 2016 00:00:00 GMT+0000 (UTC),114
,Thu Jul 07 2016 18:00:00 GMT+0000 (UTC),170
,Sat Jul 09 2016 04:30:00 GMT+0000 (UTC),117
,Sun Jul 10 2016 09:35:00 GMT+0000 (UTC),177
,Sun Jul 10 2016 14:05:00 GMT+0000 (UTC),130
,Sun Jul 10 2016 14:30:00 GMT+0000 (UTC),153
,Mon Jul 11 2016 03:30:00 GMT+0000 (UTC),103
,Mon Jul 11 2016 12:05:00 GMT+0000 (UTC),63
,Mon Jul 11 2016 14:00:00 GMT+0000 (UTC),95
,Mon Jul 11 2016 18:00:00 GMT+0000 (UTC),101
,Tue Jul 12 2016 01:35:00 GMT+0000 (UTC),101
,Tue Jul 12 2016 11:45:00 GMT+0000 (UTC),65
,Tue Jul 12 2016 21:20:00 GMT+0000 (UTC),157
,Wed Jul 13 2016 02:55:00 GMT+0000 (UTC),50
,Thu Jul 21 2016 08:25:00 GMT+0000 (UTC),167
,Mon Jul 25 2016 13:45:00 GMT+0000 (UTC),213
,Wed Jul 27 2016 00:45:00 GMT+0000 (UTC),66
,Thu Jul 28 2016 15:50:00 GMT+0000 (UTC),85
,Sat Jul 30 2016 09:30:00 GMT+0000 (UTC),67
,Sun Jul 31 2016 11:10:00 GMT+0000 (UTC),102
,Sun Jul 31 2016 19:40:00 GMT+0000 (UTC),45
,Mon Aug 01 2016 11:10:00 GMT+0000 (UTC),109
,Tue Aug 02 2016 07:40:00 GMT+0000 (UTC),62
,Wed Aug 03 2016 16:10:00 GMT+0000 (UTC),118
,Thu Aug 04 2016 01:10:00 GMT+0000 (UTC),67
,Fri Aug 05 2016 04:10:00 GMT+0000 (UTC),69
,Fri Aug 05 2016 17:40:00 GMT+0000 (UTC),119
,Sat Aug 06 2016 15:30:00 GMT+0000 (UTC),70
,Sun Aug 07 2016 00:40:00 GMT+0000 (UTC),96
,Sun Aug 07 2016 01:10:00 GMT+0000 (UTC),96
,Sun Aug 07 2016 12:40:00 GMT+0000 (UTC),62
,Sun Aug 07 2016 20:30:00 GMT+0000 (UTC),73
,Mon Aug 08 2016 00:05:00 GMT+0000 (UTC),74
,Mon Aug 08 2016 08:40:00 GMT+0000 (UTC),287
,Tue Aug 09 2016 02:10:00 GMT+0000 (UTC),80
,Tue Aug 09 2016 07:45:00 GMT+0000 (UTC),80
,Tue Aug 09 2016 17:10:00 GMT+0000 (UTC),142
,Wed Aug 10 2016 07:15:00 GMT+0000 (UTC),52
,Fri Dec 30 2016 15:20:00 GMT+0000 (UTC),329
,Tue Sep 27 2016 02:00:00 GMT+0000 (UTC),98
,Tue Dec 06 2016 02:50:00 GMT+0000 (UTC),500
,Sun Dec 18 2016 03:20:00 GMT+0000 (UTC),342
,Thu Oct 27 2016 14:30:00 GMT+0000 (UTC),318
,Tue Dec 27 2016 21:20:00 GMT+0000 (UTC),608
,Fri Sep 30 2016 12:40:00 GMT+0000 (UTC),135
,Sat Dec 17 2016 09:20:00 GMT+0000 (UTC),539
,Tue Nov 01 2016 14:00:00 GMT+0000 (UTC),347
,Mon Oct 31 2016 17:30:00 GMT+0000 (UTC),303
,Fri Dec 30 2016 14:50:00 GMT+0000 (UTC),344
,Fri Oct 07 2016 12:30:00 GMT+0000 (UTC),170
,Sun Dec 25 2016 17:20:00 GMT+0000 (UTC),417
,Wed Oct 26 2016 14:30:00 GMT+0000 (UTC),311
,Wed Oct 05 2016 20:30:00 GMT+0000 (UTC),149
,Thu Dec 15 2016 01:50:00 GMT+0000 (UTC),339
,Fri Oct 14 2016 18:30:00 GMT+0000 (UTC),150
,Wed Oct 19 2016 18:00:00 GMT+0000 (UTC),134
,Sat Dec 10 2016 06:20:00 GMT+0000 (UTC),353
,Thu Dec 08 2016 13:20:00 GMT+0000 (UTC),368
,Fri Nov 25 2016 00:50:00 GMT+0000 (UTC),328
,Sun Nov 13 2016 03:00:00 GMT+0000 (UTC),327
,Thu Dec 29 2016 20:50:00 GMT+0000 (UTC),434
,Wed Nov 23 2016 15:10:00 GMT+0000 (UTC),280
,Sun Oct 16 2016 08:00:00 GMT+0000 (UTC),306
,Tue Oct 18 2016 00:00:00 GMT+0000 (UTC),307
,Sat Nov 26 2016 19:20:00 GMT+0000 (UTC),231
,Sun Nov 27 2016 11:20:00 GMT+0000 (UTC),331
,Fri Nov 04 2016 17:00:00 GMT+0000 (UTC),500
,Fri Nov 25 2016 05:50:00 GMT+0000 (UTC),200
,Sat Nov 12 2016 06:30:00 GMT+0000 (UTC),419
,Fri Nov 11 2016 17:00:00 GMT+0000 (UTC),345
,Sun Dec 25 2016 20:50:00 GMT+0000 (UTC),401
,Mon Nov 28 2016 09:50:00 GMT+0000 (UTC),327
,Sat Nov 19 2016 06:40:00 GMT+0000 (UTC),405
,Sat Oct 15 2016 14:00:00 GMT+0000 (UTC),318
,Sun Dec 11 2016 08:50:00 GMT+0000 (UTC),352
,Tue Dec 06 2016 07:50:00 GMT+0000 (UTC),370
,Tue Oct 18 2016 11:00:00 GMT+0000 (UTC),315
,Mon Nov 21 2016 22:10:00 GMT+0000 (UTC),500
,Sat Nov 12 2016 10:30:00 GMT+0000 (UTC),358
,Sat Nov 12 2016 10:00:00 GMT+0000 (UTC),358
,Thu Nov 03 2016 23:00:00 GMT+0000 (UTC),500
,Fri Nov 11 2016 23:00:00 GMT+0000 (UTC),500
,Sat Dec 10 2016 21:50:00 GMT+0000 (UTC),403
,Sat Dec 10 2016 20:50:00 GMT+0000 (UTC),389
,Mon Oct 24 2016 15:30:00 GMT+0000 (UTC),140
,Mon Nov 07 2016 13:30:00 GMT+0000 (UTC),391
,Mon Jan 04 2016 15:15:00 GMT+0000 (UTC),968
,Mon Jan 04 2016 22:20:00 GMT+0000 (UTC),539
,Mon Jan 04 2016 22:25:00 GMT+0000 (UTC),473
,Tue Jan 05 2016 07:20:00 GMT+0000 (UTC),398
,Tue Jan 05 2016 09:25:00 GMT+0000 (UTC),302
,Tue Jan 05 2016 13:00:00 GMT+0000 (UTC),543
,Tue Jan 05 2016 18:05:00 GMT+0000 (UTC),810
,Tue Jan 05 2016 20:40:00 GMT+0000 (UTC),648
,Wed Jan 06 2016 07:20:00 GMT+0000 (UTC),358
,Wed Jan 06 2016 08:00:00 GMT+0000 (UTC),370
,Wed Jan 06 2016 08:05:00 GMT+0000 (UTC),370
,Wed Jan 06 2016 08:45:00 GMT+0000 (UTC),332
,Wed Jan 06 2016 09:00:00 GMT+0000 (UTC),332
,Wed Jan 06 2016 10:00:00 GMT+0000 (UTC),322
,Wed Jan 06 2016 10:15:00 GMT+0000 (UTC),328
,Wed Jan 06 2016 11:00:00 GMT+0000 (UTC),328
,Wed Jan 06 2016 12:25:00 GMT+0000 (UTC),380
,Wed Jan 06 2016 16:00:00 GMT+0000 (UTC),819
,Wed Jan 06 2016 17:20:00 GMT+0000 (UTC),819
,Wed Jan 06 2016 17:40:00 GMT+0000 (UTC),819
,Wed Jan 06 2016 17:45:00 GMT+0000 (UTC),819
,Wed Jan 06 2016 19:05:00 GMT+0000 (UTC),728
,Tue Jan 12 2016 20:25:00 GMT+0000 (UTC),382
,Wed Jan 13 2016 01:00:00 GMT+0000 (UTC),369
,Wed Jan 13 2016 01:40:00 GMT+0000 (UTC),372
,Wed Jan 13 2016 02:20:00 GMT+0000 (UTC),372
,Wed Jan 13 2016 05:40:00 GMT+0000 (UTC),366
,Wed Jan 13 2016 06:45:00 GMT+0000 (UTC),408
,Wed Jan 13 2016 10:55:00 GMT+0000 (UTC),514
,Thu Jan 14 2016 04:30:00 GMT+0000 (UTC),377
,Thu Jan 14 2016 04:55:00 GMT+0000 (UTC),377
,Thu Jan 14 2016 06:50:00 GMT+0000 (UTC),358
,Thu Jan 14 2016 09:55:00 GMT+0000 (UTC),388
,Sat Feb 06 2016 19:35:00 GMT+0000 (UTC),401
,Sat Feb 06 2016 21:35:00 GMT+0000 (UTC),356
,Sun Feb 07 2016 02:40:00 GMT+0000 (UTC),358
,Sun Feb 07 2016 12:55:00 GMT+0000 (UTC),237
,Sun Feb 07 2016 19:20:00 GMT+0000 (UTC),237
,Mon Feb 08 2016 01:35:00 GMT+0000 (UTC),387
,Mon Feb 08 2016 04:20:00 GMT+0000 (UTC),343
,Mon Feb 08 2016 15:45:00 GMT+0000 (UTC),334
,Mon Feb 08 2016 16:20:00 GMT+0000 (UTC),334
,Mon Feb 08 2016 20:00:00 GMT+0000 (UTC),421
,Tue Feb 09 2016 02:00:00 GMT+0000 (UTC),433
,Tue Feb 09 2016 02:40:00 GMT+0000 (UTC),466
,Tue Feb 09 2016 11:00:00 GMT+0000 (UTC),247
,Tue Feb 09 2016 12:05:00 GMT+0000 (UTC),247
,Tue Feb 09 2016 13:00:00 GMT+0000 (UTC),247
,Tue Feb 09 2016 14:00:00 GMT+0000 (UTC),307
,Tue Feb 09 2016 18:20:00 GMT+0000 (UTC),415
,Wed Feb 10 2016 05:00:00 GMT+0000 (UTC),610
,Wed Feb 10 2016 10:00:00 GMT+0000 (UTC),464
,Wed Feb 10 2016 14:40:00 GMT+0000 (UTC),509
,Thu Feb 11 2016 06:05:00 GMT+0000 (UTC),302
,Thu Feb 11 2016 20:00:00 GMT+0000 (UTC),318
,Fri Feb 12 2016 00:00:00 GMT+0000 (UTC),226
,Fri Feb 12 2016 00:40:00 GMT+0000 (UTC),228
,Fri Feb 12 2016 12:40:00 GMT+0000 (UTC),325
,Fri Feb 12 2016 16:00:00 GMT+0000 (UTC),355
,Fri Feb 12 2016 21:20:00 GMT+0000 (UTC),311
,Fri Feb 12 2016 21:40:00 GMT+0000 (UTC),309
,Sat Feb 13 2016 01:00:00 GMT+0000 (UTC),302
,Sat Feb 13 2016 12:00:00 GMT+0000 (UTC),199
,Sat Feb 13 2016 21:00:00 GMT+0000 (UTC),345
,Sat Feb 13 2016 21:40:00 GMT+0000 (UTC),365
,Sun Feb 14 2016 05:20:00 GMT+0000 (UTC),273
,Sun Feb 14 2016 06:20:00 GMT+0000 (UTC),190
,Sun Feb 14 2016 08:40:00 GMT+0000 (UTC),285
,Sun Feb 14 2016 09:40:00 GMT+0000 (UTC),227
,Sun Feb 14 2016 15:20:00 GMT+0000 (UTC),193
,Sun Feb 14 2016 21:40:00 GMT+0000 (UTC),253
,Sun Feb 14 2016 22:00:00 GMT+0000 (UTC),253
,Sun Feb 14 2016 22:40:00 GMT+0000 (UTC),187
,Mon Feb 15 2016 06:20:00 GMT+0000 (UTC),313
,Mon Feb 15 2016 09:20:00 GMT+0000 (UTC),301
,Tue Feb 16 2016 03:20:00 GMT+0000 (UTC),344
,Tue Feb 16 2016 03:25:00 GMT+0000 (UTC),369
,Tue Feb 16 2016 05:00:00 GMT+0000 (UTC),310
,Tue Feb 16 2016 06:25:00 GMT+0000 (UTC),268
,Tue Feb 16 2016 07:20:00 GMT+0000 (UTC),268
,Tue Feb 16 2016 09:40:00 GMT+0000 (UTC),253
,Tue Feb 16 2016 10:25:00 GMT+0000 (UTC),275
,Tue Feb 16 2016 14:00:00 GMT+0000 (UTC),196
,Tue Feb 16 2016 16:40:00 GMT+0000 (UTC),322
,Tue Feb 16 2016 20:25:00 GMT+0000 (UTC),230
,Wed Feb 17 2016 04:45:00 GMT+0000 (UTC),305
,Wed Feb 17 2016 06:40:00 GMT+0000 (UTC),346
,Wed Feb 17 2016 09:55:00 GMT+0000 (UTC),404
,Thu Feb 18 2016 03:10:00 GMT+0000 (UTC),293
,Thu Feb 18 2016 05:50:00 GMT+0000 (UTC),339
,Thu Feb 18 2016 05:55:00 GMT+0000 (UTC),362
,Thu Feb 18 2016 08:00:00 GMT+0000 (UTC),362
,Thu Feb 18 2016 10:20:00 GMT+0000 (UTC),356
,Thu Feb 18 2016 11:40:00 GMT+0000 (UTC),334
,Thu Feb 18 2016 17:35:00 GMT+0000 (UTC),386
,Fri Feb 19 2016 00:20:00 GMT+0000 (UTC),362
,Fri Feb 19 2016 01:40:00 GMT+0000 (UTC),381
,Fri Feb 19 2016 02:25:00 GMT+0000 (UTC),408
,Fri Feb 19 2016 06:25:00 GMT+0000 (UTC),336
,Fri Feb 19 2016 11:20:00 GMT+0000 (UTC),260
,Fri Feb 19 2016 16:25:00 GMT+0000 (UTC),376
,Fri Feb 19 2016 17:40:00 GMT+0000 (UTC),459
,Fri Feb 19 2016 20:20:00 GMT+0000 (UTC),416
,Sat Feb 20 2016 03:20:00 GMT+0000 (UTC),335
,Sat Feb 20 2016 04:40:00 GMT+0000 (UTC),200
,Sat Feb 20 2016 05:25:00 GMT+0000 (UTC),177
,Sat Feb 20 2016 05:40:00 GMT+0000 (UTC),177
,Sat Feb 20 2016 07:25:00 GMT+0000 (UTC),120
,Sat Feb 20 2016 08:00:00 GMT+0000 (UTC),120
,Sat Feb 20 2016 10:40:00 GMT+0000 (UTC),143
,Sat Feb 20 2016 17:20:00 GMT+0000 (UTC),187
,Sat Feb 20 2016 19:00:00 GMT+0000 (UTC),92
,Sat Feb 20 2016 19:40:00 GMT+0000 (UTC),157
,Sat Feb 20 2016 20:20:00 GMT+0000 (UTC),157
,Sat Feb 20 2016 22:40:00 GMT+0000 (UTC),107
,Sun Feb 21 2016 03:40:00 GMT+0000 (UTC),150
,Sun Feb 21 2016 05:05:00 GMT+0000 (UTC),130
,Sun Feb 21 2016 10:40:00 GMT+0000 (UTC),170
,Sun Feb 21 2016 16:20:00 GMT+0000 (UTC),131
,Sun Feb 21 2016 22:35:00 GMT+0000 (UTC),167
,Mon Feb 22 2016 11:55:00 GMT+0000 (UTC),193
,Tue Feb 23 2016 12:55:00 GMT+0000 (UTC),163
,Wed Feb 24 2016 02:20:00 GMT+0000 (UTC),260
,Wed Feb 24 2016 10:35:00 GMT+0000 (UTC),352
,Wed Feb 24 2016 12:55:00 GMT+0000 (UTC),279
,Thu Feb 25 2016 03:55:00 GMT+0000 (UTC),311
,Thu Feb 25 2016 13:35:00 GMT+0000 (UTC),159
,Fri Feb 26 2016 04:20:00 GMT+0000 (UTC),378
,Fri Feb 26 2016 08:20:00 GMT+0000 (UTC),243
,Fri Feb 26 2016 10:15:00 GMT+0000 (UTC),310
,Fri Feb 26 2016 11:35:00 GMT+0000 (UTC),305
,Fri Feb 26 2016 20:55:00 GMT+0000 (UTC),364
,Sat Feb 27 2016 05:20:00 GMT+0000 (UTC),207
,Sat Feb 27 2016 06:35:00 GMT+0000 (UTC),207
,Sat Feb 27 2016 08:20:00 GMT+0000 (UTC),302
,Sun Feb 28 2016 03:35:00 GMT+0000 (UTC),370
,Sun Feb 28 2016 14:20:00 GMT+0000 (UTC),203
,Sun Feb 28 2016 21:05:00 GMT+0000 (UTC),365
,Mon Feb 29 2016 02:20:00 GMT+0000 (UTC),365
,Mon Feb 29 2016 02:40:00 GMT+0000 (UTC),365
,Mon Feb 29 2016 04:25:00 GMT+0000 (UTC),365
,Mon Feb 29 2016 06:30:00 GMT+0000 (UTC),273
,Mon Feb 29 2016 08:00:00 GMT+0000 (UTC),304
,Mon Feb 29 2016 09:50:00 GMT+0000 (UTC),305
,Tue Mar 01 2016 04:00:00 GMT+0000 (UTC),408
,Tue Mar 01 2016 16:25:00 GMT+0000 (UTC),418
,Tue Mar 01 2016 18:00:00 GMT+0000 (UTC),426
,Tue Mar 01 2016 21:20:00 GMT+0000 (UTC),364
,Tue Mar 01 2016 22:00:00 GMT+0000 (UTC),356
,Tue Mar 01 2016 23:40:00 GMT+0000 (UTC),346
,Wed Mar 02 2016 05:00:00 GMT+0000 (UTC),375
,Wed Mar 02 2016 07:00:00 GMT+0000 (UTC),311
,Wed Mar 02 2016 13:25:00 GMT+0000 (UTC),348
,Wed Mar 02 2016 22:25:00 GMT+0000 (UTC),326
,Thu Mar 03 2016 05:25:00 GMT+0000 (UTC),319
,Thu Mar 03 2016 11:00:00 GMT+0000 (UTC),305
,Thu Mar 03 2016 17:25:00 GMT+0000 (UTC),308
,Thu Mar 03 2016 21:40:00 GMT+0000 (UTC),362
,Thu Mar 03 2016 23:20:00 GMT+0000 (UTC),508
,Fri Mar 04 2016 02:25:00 GMT+0000 (UTC),378
,Fri Mar 04 2016 04:20:00 GMT+0000 (UTC),331
,Fri Mar 04 2016 17:40:00 GMT+0000 (UTC),233
,Fri Mar 04 2016 20:05:00 GMT+0000 (UTC),145
,Sat Mar 05 2016 00:00:00 GMT+0000 (UTC),163
,Sat Mar 05 2016 01:00:00 GMT+0000 (UTC),305
,Sat Mar 05 2016 14:40:00 GMT+0000 (UTC),179
,Sat Mar 05 2016 18:25:00 GMT+0000 (UTC),153
,Sat Mar 05 2016 18:40:00 GMT+0000 (UTC),88
,Sat Mar 05 2016 21:25:00 GMT+0000 (UTC),68
,Sun Mar 06 2016 05:15:00 GMT+0000 (UTC),95
,Mon Mar 07 2016 01:20:00 GMT+0000 (UTC),112
,Mon Mar 07 2016 02:40:00 GMT+0000 (UTC),177
,Mon Mar 07 2016 06:25:00 GMT+0000 (UTC),558
,Mon Mar 07 2016 06:45:00 GMT+0000 (UTC),558
,Mon Mar 07 2016 10:20:00 GMT+0000 (UTC),225
,Mon Mar 07 2016 11:20:00 GMT+0000 (UTC),153
,Mon Mar 07 2016 12:00:00 GMT+0000 (UTC),325
,Mon Mar 07 2016 12:20:00 GMT+0000 (UTC),325
,Tue Mar 08 2016 08:00:00 GMT+0000 (UTC),231
,Tue Mar 08 2016 10:30:00 GMT+0000 (UTC),255
,Tue Mar 08 2016 11:20:00 GMT+0000 (UTC),212
,Tue Mar 08 2016 19:25:00 GMT+0000 (UTC),348
,Wed Mar 09 2016 12:40:00 GMT+0000 (UTC),123
,Wed Mar 09 2016 15:00:00 GMT+0000 (UTC),153
,Wed Mar 09 2016 17:25:00 GMT+0000 (UTC),325
,Thu Mar 10 2016 07:40:00 GMT+0000 (UTC),302
,Thu Mar 10 2016 09:00:00 GMT+0000 (UTC),297
,Thu Mar 10 2016 09:20:00 GMT+0000 (UTC),264
,Thu Mar 10 2016 10:25:00 GMT+0000 (UTC),241
,Thu Mar 10 2016 15:20:00 GMT+0000 (UTC),173
,Thu Mar 10 2016 19:50:00 GMT+0000 (UTC),365
,Fri Mar 11 2016 08:35:00 GMT+0000 (UTC),303
,Fri Mar 11 2016 15:10:00 GMT+0000 (UTC),223
,Fri Mar 11 2016 16:30:00 GMT+0000 (UTC),187
,Sat Mar 12 2016 03:10:00 GMT+0000 (UTC),137
,Sat Mar 12 2016 03:50:00 GMT+0000 (UTC),153
,Sat Mar 12 2016 10:30:00 GMT+0000 (UTC),99
,Sat Mar 12 2016 15:50:00 GMT+0000 (UTC),101
,Sat Mar 12 2016 21:10:00 GMT+0000 (UTC),68
,Sat Mar 12 2016 22:50:00 GMT+0000 (UTC),69
,Sun Mar 13 2016 01:55:00 GMT+0000 (UTC),57
,Sun Mar 13 2016 06:50:00 GMT+0000 (UTC),150
,Sun Mar 13 2016 12:50:00 GMT+0000 (UTC),105
,Sun Mar 13 2016 15:10:00 GMT+0000 (UTC),123
,Mon Mar 14 2016 09:50:00 GMT+0000 (UTC),168
,Mon Mar 14 2016 13:15:00 GMT+0000 (UTC),150
,Mon Mar 14 2016 13:50:00 GMT+0000 (UTC),148
,Mon Mar 14 2016 17:10:00 GMT+0000 (UTC),304
,Mon Mar 14 2016 20:30:00 GMT+0000 (UTC),308
,Mon Mar 14 2016 22:10:00 GMT+0000 (UTC),257
,Tue Mar 15 2016 05:50:00 GMT+0000 (UTC),303
,Wed Mar 16 2016 16:10:00 GMT+0000 (UTC),223
,Wed Mar 16 2016 19:10:00 GMT+0000 (UTC),177
,Wed Mar 16 2016 20:35:00 GMT+0000 (UTC),127
,Wed Mar 16 2016 21:10:00 GMT+0000 (UTC),127
,Wed Mar 16 2016 22:10:00 GMT+0000 (UTC),133
,Thu Mar 17 2016 02:10:00 GMT+0000 (UTC),203
,Thu Mar 17 2016 07:45:00 GMT+0000 (UTC),261
,Thu Mar 17 2016 12:55:00 GMT+0000 (UTC),160
,Thu Mar 17 2016 17:10:00 GMT+0000 (UTC),175
,Thu Mar 17 2016 19:10:00 GMT+0000 (UTC),213
,Thu Mar 17 2016 23:35:00 GMT+0000 (UTC),170
,Fri Mar 18 2016 01:50:00 GMT+0000 (UTC),240
,Fri Mar 18 2016 12:50:00 GMT+0000 (UTC),126
,Fri Mar 18 2016 15:55:00 GMT+0000 (UTC),449
,Sat Mar 19 2016 03:30:00 GMT+0000 (UTC),358
,Sat Mar 19 2016 03:55:00 GMT+0000 (UTC),358
,Sat Mar 19 2016 09:30:00 GMT+0000 (UTC),234
,Sat Mar 19 2016 14:50:00 GMT+0000 (UTC),163
,Sat Mar 19 2016 17:55:00 GMT+0000 (UTC),322
,Sat Mar 19 2016 18:50:00 GMT+0000 (UTC),310
,Sat Mar 19 2016 20:15:00 GMT+0000 (UTC),335
,Sun Mar 20 2016 03:35:00 GMT+0000 (UTC),314
,Sun Mar 20 2016 06:10:00 GMT+0000 (UTC),197
,Sun Mar 20 2016 09:50:00 GMT+0000 (UTC),312
,Sun Mar 20 2016 10:15:00 GMT+0000 (UTC),312
,Sun Mar 20 2016 12:55:00 GMT+0000 (UTC),167
,Sun Mar 20 2016 14:15:00 GMT+0000 (UTC),253
